Year,Region,Round,TeamA,SeedA,ScoreA,TeamB,SeedB,ScoreB,Winner,Location
2024,East,R64,Iowa State,2,82,South Dakota State,15,65,Iowa State,"Omaha, NE"
2024,East,R32,UConn,1,75,Northwestern,9,58,UConn,"Brooklyn, NY"
2024,East,R32,San Diego State,5,85,Yale,13,57,San Diego State,"Spokane, WA"
2024,East,R32,Duquesne,11,63,Illinois,3,89,Illinois,"Omaha, NE"
2024,East,R32,Washington State,7,56,Iowa State,2,67,Iowa State,"Omaha, NE"
2024,East,S16,UConn,1,82,San Diego State,5,52,UConn,"Boston, MA"
2024,East,S16,Illinois,3,72,Iowa State,2,69,Illinois,"Boston, MA"
2024,East,E8,UConn,1,77,Illinois,3,52,UConn,"Boston, MA"
2024,Midwest,R64,Purdue,1,78,Grambling,16,50,Purdue,"Indianapolis, IN"
2024,Midwest,R64,Utah State,8,88,TCU,9,72,Utah State,"Indianapolis, IN"
2024,Midwest,R64,Gonzaga,5,86,McNeese State,12,65,Gonzaga,"Salt Lake City, UT"
2024,Midwest,R64,Kansas,4,93,Samford,13,89,Kansas,"Salt Lake City, UT"
2024,Midwest,R64,South Carolina,6,73,Oregon,11,87,Oregon,"Pittsburgh, PA"
2024,Midwest,R64,Creighton,3,77,Akron,14,60,Creighton,"Pittsburgh, PA"
2024,Midwest,R64,Texas,7,56,Colorado State,10,44,Texas,"Charlotte, NC"
2024,Midwest,R64,Tennessee,2,83,St. Peter's,15,49,Tennessee,"Charlotte, NC"
2024,Midwest,R32,Purdue,1,106,Utah State,8,67,Purdue,"Indianapolis, IN"
2024,Midwest,R32,Gonzaga,5,89,Kansas,4,68,Gonzaga,"Salt Lake City, UT"
2024,Midwest,R32,Oregon,11,73,Creighton,3,86,Creighton,"Pittsburgh, PA"
2024,Midwest,R32,Texas,7,58,Tennessee,2,62,Tennessee,"Charlotte, NC"
2024,Midwest,S16,Purdue,1,80,Gonzaga,5,68,Purdue,"Detroit, MI"
2024,Midwest,S16,Creighton,3,75,Tennessee,2,82,Tennessee,"Detroit, MI"
2024,Midwest,E8,Purdue,1,72,Tennessee,2,66,Purdue,"Detroit, MI"
2024,South,R64,Houston,1,86,Longwood,16,46,Houston,"Memphis, TN"
2024,South,R64,Nebraska,8,83,Texas A&M,9,98,Texas A&M,"Memphis, TN"
2024,South,R64,Wisconsin,5,61,James Madison,12,72,James Madison,"Brooklyn, NY"
2024,South,R64,Duke,4,64,Vermont,13,47,Duke,"Brooklyn, NY"
2024,South,R64,Texas Tech,6,67,NC State,11,80,NC State,"Pittsburgh, PA"
2024,South,R64,Kentucky,3,76,Oakland,14,80,Oakland,"Pittsburgh, PA"
2024,South,R64,Florida,7,100,Colorado,10,102,Colorado,"Indianapolis, IN"
2024,South,R64,Marquette,2,87,Western Kentucky,15,69,Marquette,"Indianapolis, IN"
2024,South,R32,Houston,1,100,Texas A&M,9,95,Houston,"Memphis, TN"
2024,South,R32,James Madison,12,55,Duke,4,93,Duke,"Brooklyn, NY"
2024,South,R32,NC State,11,79,Oakland,14,73,NC State,"Pittsburgh, PA"
2024,South,R32,Colorado,10,77,Marquette,2,81,Marquette,"Indianapolis, IN"
2024,South,S16,Houston,1,51,Duke,4,54,Duke,"Dallas, TX"
2024,South,S16,NC State,11,67,Marquette,2,58,NC State,"Dallas, TX"
2024,South,E8,Duke,4,64,NC State,11,76,NC State,"Dallas, TX"
2024,West,R64,UNC,1,90,Wagner,16,62,UNC,"Charlotte, NC"
2024,West,R64,Mississippi State,8,51,Michigan State,9,69,Michigan State,"Charlotte, NC"
2024,West,R64,Saint Mary's,5,66,Grand Canyon,12,75,Grand Canyon,"Spokane, WA"
2024,West,R64,Alabama,4,109,College of Charleston,13,96,Alabama,"Spokane, WA"
2024,West,R64,Clemson,6,77,New Mexico,11,56,Clemson,"Memphis, TN"
2024,West,R64,Baylor,3,92,Colgate,14,67,Baylor,"Memphis, TN"
2024,West,R64,Dayton,7,63,Nevada,10,60,Dayton,"Salt Lake City, UT"
2024,West,R64,Arizona,2,85,Long Beach State,15,65,Arizona,"Salt Lake City, UT"
2024,West,R32,UNC,1,85,Michigan State,9,69,UNC,"Charlotte, NC"
2024,West,R32,Grand Canyon,12,61,Alabama,4,72,Alabama,"Spokane, WA"
2024,West,R32,Clemson,6,72,Baylor,3,64,Clemson,"Memphis, TN"
2024,West,R32,Dayton,7,68,Arizona,2,78,Arizona,"Salt Lake City, UT"
2024,West,S16,UNC,1,87,Alabama,4,89,Alabama,
2024,West,S16,Clemson,6,77,Arizona,2,72,Clemson,
2024,West,E8,Alabama,4,89,Clemson,6,82,Alabama,
2024,National,F4,UConn,1,86,Alabama,4,72,UConn,
2024,National,F4,Purdue,1,63,NC State,11,50,Purdue,
2024,National,Championship,UConn,1,75,Purdue,1,60,UConn,
2025,East,R64,Duke,1,93,Mount St. Mary's,16,49,Duke,"Raleigh, NC"
2025,East,R64,Mississippi State,8,72,Baylor,9,75,Baylor,"Raleigh, NC"
2025,East,R64,Oregon,5,81,Liberty,12,52,Oregon,"Seattle, WA"
2025,East,R64,Arizona,4,93,Akron,13,65,Arizona,"Seattle, WA"
2025,East,R64,BYU,6,80,VCU,11,71,BYU,"Denver, CO"
2025,East,R64,Wisconsin,3,85,Montana,14,66,Wisconsin,"Denver, CO"
2025,East,R64,Saint Mary's,7,59,Vanderbilt,10,56,Saint Mary's,"Cleveland, OH"
2025,East,R64,Alabama,2,90,Robert Morris,15,81,Alabama,"Cleveland, OH"
2025,East,R32,Duke,1,89,Baylor,9,66,Duke,"Raleigh, NC"
2025,East,R32,Oregon,5,83,Arizona,4,87,Arizona,"Seattle, WA"
2025,East,R32,BYU,6,91,Wisconsin,3,89,BYU,"Denver, CO"
2025,East,R32,Saint Mary's,7,66,Alabama,2,80,Alabama,"Cleveland, OH"
2025,East,S16,Duke,1,100,Arizona,4,93,Duke,"Newark, NJ"
2025,East,S16,BYU,6,88,Alabama,2,113,Alabama,"Newark, NJ"
2025,East,E8,Duke,1,85,Alabama,2,65,Duke,"Newark, NJ"
2025,Midwest,R64,Houston,1,78,SIU-Edwardsville,16,40,Houston,"Wichita, KS"
2025,Midwest,R64,Gonzaga,8,89,Georgia,9,68,Gonzaga,"Wichita, KS"
2025,Midwest,R64,Clemson,5,67,McNeese State,12,69,McNeese State,"Providence, RI"
2025,Midwest,R64,Purdue,4,75,High Point,13,63,Purdue,"Providence, RI"
2025,Midwest,R64,Illinois,6,86,Xavier,11,73,Illinois,"Milwaukee, WI"
2025,Midwest,R64,Kentucky,3,76,Troy,14,57,Kentucky,"Milwaukee, WI"
2025,Midwest,R64,UCLA,7,72,Utah State,10,47,UCLA,"Lexington, KY"
2025,Midwest,R64,Tennessee,2,77,Wofford,15,62,Tennessee,"Lexington, KY"
2025,Midwest,R32,Houston,1,81,Gonzaga,8,76,Houston,"Wichita, KS"
2025,Midwest,R32,McNeese State,12,62,Purdue,4,76,Purdue,"Providence, RI"
2025,Midwest,R32,Illinois,6,75,Kentucky,3,84,Kentucky,"Milwaukee, WI"
2025,Midwest,R32,UCLA,7,58,Tennessee,2,67,Tennessee,"Lexington, KY"
2025,Midwest,S16,Houston,1,62,Purdue,4,60,Houston,"Indianapolis, IN"
2025,Midwest,S16,Kentucky,3,65,Tennessee,2,78,Tennessee,"Indianapolis, IN"
2025,Midwest,E8,Houston,1,69,Tennessee,2,50,Houston,"Indianapolis, IN"
2025,South,R64,Auburn,1,83,Alabama State,16,63,Auburn,"Lexington, KY"
2025,South,R64,Louisville,8,75,Creighton,9,89,Creighton,"Lexington, KY"
2025,South,R64,Michigan,5,68,UC-San Diego,12,65,Michigan,"Denver, CO"
2025,South,R64,Texas A&M,4,80,Yale,13,71,Texas A&M,"Denver, CO"
2025,South,R64,Ole Miss,6,71,UNC,11,64,Ole Miss,"Milwaukee, WI"
2025,South,R64,Iowa State,3,82,Lipscomb,14,55,Iowa State,"Milwaukee, WI"
2025,South,R64,Marquette,7,66,New Mexico,10,75,New Mexico,"Cleveland, OH"
2025,South,R64,Michigan State,2,87,Bryant,15,62,Michigan State,"Cleveland, OH"
2025,South,R32,Auburn,1,82,Creighton,9,70,Auburn,"Lexington, KY"
2025,South,R32,Michigan,5,91,Texas A&M,4,79,Michigan,"Denver, CO"
2025,South,R32,Ole Miss,6,91,Iowa State,3,78,Ole Miss,"Milwaukee, WI"
2025,South,R32,New Mexico,10,63,Michigan State,2,71,Michigan State,"Cleveland, OH"
2025,South,S16,Auburn,1,78,Michigan,5,65,Auburn,"Atlanta, GA"
2025,South,S16,Ole Miss,6,70,Michigan State,2,73,Michigan State,"Atlanta, GA"
2025,South,E8,Auburn,1,70,Michigan State,2,64,Auburn,"Atlanta, GA"
2025,West,R64,Florida,1,95,Norfolk State,16,69,Florida,"Raleigh, NC"
2025,West,R64,UConn,8,67,Oklahoma,9,59,UConn,"Raleigh, NC"
2025,West,R64,Memphis,5,70,Colorado State,12,78,Colorado State,"Seattle, WA"
2025,West,R64,Maryland,4,81,Grand Canyon,13,49,Maryland,"Seattle, WA"
2025,West,R64,Missouri,6,57,Drake,11,67,Drake,"Wichita, KS"
2025,West,R64,Texas Tech,3,82,UNC Wilmington,14,72,Texas Tech,"Wichita, KS"
2025,West,R64,Kansas,7,72,Arkansas,10,79,Arkansas,"Providence, RI"
2025,West,R64,St. John's (NY),2,83,Omaha,15,53,St. John's (NY),"Providence, RI"
2025,West,R32,Florida,1,77,UConn,8,75,Florida,"Raleigh, NC"
2025,West,R32,Colorado State,12,71,Maryland,4,72,Maryland,"Seattle, WA"
2025,West,R32,Drake,11,64,Texas Tech,3,77,Texas Tech,"Wichita, KS"
2025,West,R32,Arkansas,10,75,St. John's (NY),2,66,Arkansas,"Providence, RI"
2025,West,S16,Florida,1,87,Maryland,4,71,Florida,"San Francisco, CA"
2025,West,S16,Texas Tech,3,85,Arkansas,10,83,Texas Tech,"San Francisco, CA"
2025,West,E8,Florida,1,84,Texas Tech,3,79,Florida,"San Francisco, CA"
2025,National,F4,Auburn,1,73,Florida,1,79,Florida,"San Antonio, TX"
2025,National,F4,Duke,1,67,Houston,1,70,Houston,"San Antonio, TX"
2025,National,Championship,Florida,1,65,Houston,1,63,Florida,"San Antonio, TX"
