Year,Region,Round,TeamA,TeamA_ID,SeedA,ScoreA,TeamB,TeamB_ID,SeedB,ScoreB,Winner,TeamA_Won,SeedDiff,IsUpset,MarginOfVictory,TotalPoints,Location
2019,Midwest,R32,UNC,211,1,81,Washington,360,9,59,UNC,1,8,0,22,140,"Columbus, OH"
2019,Midwest,R32,Auburn,17,5,89,Kansas,138,4,75,Auburn,1,-1,1,14,164,"Salt Lake City, UT"
2019,Midwest,R32,Ohio State,229,11,59,Houston,119,3,74,Houston,0,-8,0,15,133,"Tulsa, OK"
2019,Midwest,R32,Wofford,376,7,56,Kentucky,142,2,62,Kentucky,0,-5,0,6,118,"Jacksonville, FL"
2019,Midwest,S16,UNC,211,1,80,Auburn,17,5,97,Auburn,0,4,1,17,177,"Kansas City, MO"
2019,Midwest,S16,Houston,119,3,58,Kentucky,142,2,62,Kentucky,0,-1,0,4,120,"Kansas City, MO"
2019,Midwest,E8,Auburn,17,5,77,Kentucky,142,2,71,Auburn,1,-3,1,6,148,"Kansas City, MO"
2019,South,R64,Virginia,356,1,71,Gardner-Webb,100,16,56,Virginia,1,15,0,15,127,"Columbia, SC"
2019,South,R64,Ole Miss,184,8,72,Oklahoma,230,9,95,Oklahoma,0,1,1,23,167,"Columbia, SC"
2019,South,R64,Wisconsin,374,5,54,Oregon,234,12,72,Oregon,0,7,1,18,126,"San Jose, CA"
2019,South,R64,Kansas State,139,4,64,UC-Irvine,326,13,70,UC-Irvine,0,9,1,6,134,"San Jose, CA"
2019,South,R64,Villanova,355,6,61,Saint Mary's,266,11,57,Villanova,1,5,0,4,118,"Hartford, CT"
2019,South,R64,Purdue,248,3,61,Old Dominion,232,14,48,Purdue,1,11,0,13,109,"Hartford, CT"
2019,South,R64,Cincinnati,54,7,72,Iowa,132,10,79,Iowa,0,3,1,7,151,"Columbus, OH"
2019,South,R64,Tennessee,308,2,77,Colgate,58,15,70,Tennessee,1,13,0,7,147,"Columbus, OH"
2019,South,R32,Virginia,356,1,63,Oklahoma,230,9,51,Virginia,1,8,0,12,114,"Columbia, SC"
2019,South,R32,Oregon,234,12,73,UC-Irvine,326,13,54,Oregon,1,1,0,19,127,"San Jose, CA"
2019,South,R32,Villanova,355,6,61,Purdue,248,3,87,Purdue,0,-3,0,26,148,"Hartford, CT"
2019,South,R32,Iowa,132,10,77,Tennessee,308,2,83,Tennessee,0,-8,0,6,160,"Columbus, OH"
2019,South,S16,Virginia,356,1,53,Oregon,234,12,49,Virginia,1,11,0,4,102,"Louisville, KY"
2019,South,S16,Purdue,248,3,99,Tennessee,308,2,94,Purdue,1,-1,1,5,193,"Louisville, KY"
2019,South,E8,Virginia,356,1,80,Purdue,248,3,75,Virginia,1,2,0,5,155,"Louisville, KY"
2019,West,R64,Gonzaga,108,1,87,FDU,90,16,49,Gonzaga,1,15,0,38,136,"Salt Lake City, UT"
2019,West,R64,Syracuse,303,8,69,Baylor,21,9,78,Baylor,0,1,1,9,147,"Salt Lake City, UT"
2019,West,R64,Marquette,166,5,64,Murray State,195,12,83,Murray State,0,7,1,19,147,"Hartford, CT"
2019,West,R64,Florida State,96,4,76,Vermont,354,13,69,Florida State,1,9,0,7,145,"Hartford, CT"
2019,West,R64,Buffalo,34,6,91,Arizona State,12,11,74,Buffalo,1,5,0,17,165,"Tulsa, OK"
2019,West,R64,Texas Tech,317,3,72,Northern Kentucky,223,14,57,Texas Tech,1,11,0,15,129,"Tulsa, OK"
2019,West,R64,Nevada,201,7,61,Florida,91,10,70,Florida,0,3,1,9,131,"Des Moines, IA"
2019,West,R64,Michigan,179,2,74,Montana,190,15,55,Michigan,1,13,0,19,129,"Des Moines, IA"
2019,West,R32,Gonzaga,108,1,83,Baylor,21,9,71,Gonzaga,1,8,0,12,154,"Salt Lake City, UT"
2019,West,R32,Murray State,195,12,62,Florida State,96,4,90,Florida State,0,-8,0,28,152,"Hartford, CT"
2019,West,R32,Buffalo,34,6,58,Texas Tech,317,3,78,Texas Tech,0,-3,0,20,136,"Tulsa, OK"
2019,West,R32,Florida,91,10,49,Michigan,179,2,64,Michigan,0,-8,0,15,113,"Des Moines, IA"
2019,West,S16,Gonzaga,108,1,72,Florida State,96,4,58,Gonzaga,1,3,0,14,130,"Anaheim, CA"
2019,West,S16,Texas Tech,317,3,63,Michigan,179,2,44,Texas Tech,1,-1,1,19,107,"Anaheim, CA"
2019,West,E8,Gonzaga,108,1,69,Texas Tech,317,3,75,Texas Tech,0,2,1,6,144,"Anaheim, CA"
2019,National,F4,Virginia,356,1,63,Auburn,17,5,62,Virginia,1,4,0,1,125,"Minneapolis, MN"
2019,National,F4,Texas Tech,317,3,61,Michigan State,180,2,51,Texas Tech,1,-1,1,10,112,"Minneapolis, MN"
2019,National,Championship,Virginia,356,1,85,Texas Tech,317,3,77,Virginia,1,2,0,8,162,"Minneapolis, MN"
2021,East,R64,Michigan,179,1,82,Texas Southern,315,16,66,Michigan,1,15,0,16,148,"West Lafayette, IN"
2021,East,R64,LSU,144,8,76,St. Bonaventure,294,9,61,LSU,1,1,0,15,137,"Bloomington, IN"
2021,East,R64,Colorado,59,5,96,Georgetown,103,12,73,Colorado,1,7,0,23,169,"Indianapolis, IN"
2021,East,R64,Florida State,96,4,64,UNC Greensboro,336,13,54,Florida State,1,9,0,10,118,"Indianapolis, IN"
2021,East,R64,BYU,19,6,62,UCLA,331,11,73,UCLA,0,5,1,11,135,"Indianapolis, IN"
2021,East,R64,Texas,312,3,52,Abilene Christian,1,14,53,Abilene Christian,0,11,1,1,105,"Indianapolis, IN"
2021,East,R64,UConn,62,7,54,Maryland,168,10,63,Maryland,0,3,1,9,117,"West Lafayette, IN"
2021,East,R64,Alabama,4,2,68,Iona,131,15,55,Alabama,1,13,0,13,123,"Indianapolis, IN"
2021,East,R32,Michigan,179,1,86,LSU,144,8,78,Michigan,1,7,0,8,164,"Indianapolis, IN"
2021,East,R32,Colorado,59,5,53,Florida State,96,4,71,Florida State,0,-1,0,18,124,"Indianapolis, IN"
2021,East,R32,UCLA,331,11,67,Abilene Christian,1,14,47,UCLA,1,3,0,20,114,"Indianapolis, IN"
2021,East,R32,Maryland,168,10,77,Alabama,4,2,96,Alabama,0,-8,0,19,173,"Indianapolis, IN"
2021,East,S16,Michigan,179,1,76,Florida State,96,4,58,Michigan,1,3,0,18,134,"Indianapolis, IN"
2021,East,S16,UCLA,331,11,88,Alabama,4,2,78,UCLA,1,-9,1,10,166,"Indianapolis, IN"
2021,East,E8,Michigan,179,1,49,UCLA,331,11,51,UCLA,0,10,1,2,100,"Indianapolis, IN"
2021,Midwest,R64,Illinois,125,1,78,Drexel,75,16,49,Illinois,1,15,0,29,127,"Indianapolis, IN"
2021,Midwest,R64,Loyola (IL),160,8,71,Georgia Tech,107,9,60,Loyola (IL),1,1,0,11,131,"Indianapolis, IN"
2021,Midwest,R64,Tennessee,308,5,56,Oregon State,235,12,70,Oregon State,0,7,1,14,126,"Indianapolis, IN"
2021,Midwest,R64,Oklahoma State,231,4,69,Liberty,150,13,60,Oklahoma State,1,9,0,9,129,"Indianapolis, IN"
2021,Midwest,R64,San Diego State,271,6,62,Syracuse,303,11,78,Syracuse,0,5,1,16,140,"Indianapolis, IN"
2021,Midwest,R64,West Virginia,365,3,84,Morehead State,192,14,67,West Virginia,1,11,0,17,151,"Indianapolis, IN"
2021,Midwest,R64,Clemson,55,7,56,Rutgers,258,10,60,Rutgers,0,3,1,4,116,"Indianapolis, IN"
2021,Midwest,R64,Houston,119,2,87,Cleveland State,56,15,56,Houston,1,13,0,31,143,"Bloomington, IN"
2021,Midwest,R32,Illinois,125,1,58,Loyola (IL),160,8,71,Loyola (IL),0,7,1,13,129,"Indianapolis, IN"
2021,Midwest,R32,Oregon State,235,12,80,Oklahoma State,231,4,70,Oregon State,1,-8,1,10,150,"Indianapolis, IN"
2021,Midwest,R32,Syracuse,303,11,75,West Virginia,365,3,72,Syracuse,1,-8,1,3,147,"Indianapolis, IN"
2021,Midwest,R32,Rutgers,258,10,60,Houston,119,2,63,Houston,0,-8,0,3,123,"Indianapolis, IN"
2021,Midwest,S16,Loyola (IL),160,8,58,Oregon State,235,12,65,Oregon State,0,4,1,7,123,"Indianapolis, IN"
2021,Midwest,S16,Syracuse,303,11,46,Houston,119,2,62,Houston,0,-9,0,16,108,"Indianapolis, IN"
2021,Midwest,E8,Oregon State,235,12,61,Houston,119,2,67,Houston,0,-10,0,6,128,"Indianapolis, IN"
2021,South,R64,Baylor,21,1,79,Hartford,113,16,55,Baylor,1,15,0,24,134,"Indianapolis, IN"
2021,South,R64,UNC,211,8,62,Wisconsin,374,9,85,Wisconsin,0,1,1,23,147,"West Lafayette, IN"
2021,South,R64,Villanova,355,5,73,Winthrop,373,12,63,Villanova,1,7,0,10,136,"Indianapolis, IN"
2021,South,R64,Purdue,248,4,69,North Texas,217,13,78,North Texas,0,9,1,9,147,"Indianapolis, IN"
2021,South,R64,Texas Tech,317,6,65,Utah State,347,11,53,Texas Tech,1,5,0,12,118,"Bloomington, IN"
2021,South,R64,Arkansas,13,3,85,Colgate,58,14,68,Arkansas,1,11,0,17,153,"Indianapolis, IN"
2021,South,R64,Florida,91,7,75,Virginia Tech,357,10,70,Florida,1,3,0,5,145,"Indianapolis, IN"
2021,South,R64,Ohio State,229,2,72,Oral Roberts,233,15,75,Oral Roberts,0,13,1,3,147,"West Lafayette, IN"
2021,South,R32,Baylor,21,1,76,Wisconsin,374,9,63,Baylor,1,8,0,13,139,"Indianapolis, IN"
2021,South,R32,Villanova,355,5,84,North Texas,217,13,61,Villanova,1,8,0,23,145,"Indianapolis, IN"
2021,South,R32,Texas Tech,317,6,66,Arkansas,13,3,68,Arkansas,0,-3,0,2,134,"Indianapolis, IN"
2021,South,R32,Florida,91,7,78,Oral Roberts,233,15,81,Oral Roberts,0,8,1,3,159,"Indianapolis, IN"
2021,South,S16,Baylor,21,1,62,Villanova,355,5,51,Baylor,1,4,0,11,113,"Indianapolis, IN"
2021,South,S16,Arkansas,13,3,72,Oral Roberts,233,15,70,Arkansas,1,12,0,2,142,"Indianapolis, IN"
2021,South,E8,Baylor,21,1,81,Arkansas,13,3,72,Baylor,1,2,0,9,153,"Indianapolis, IN"
2021,West,R64,Gonzaga,108,1,98,Norfolk State,209,16,55,Gonzaga,1,15,0,43,153,"Indianapolis, IN"
2021,West,R64,Oklahoma,230,8,72,Missouri,187,9,68,Oklahoma,1,1,0,4,140,"Indianapolis, IN"
2021,West,R64,Creighton,65,5,63,UCSB,329,12,62,Creighton,1,7,0,1,125,"Indianapolis, IN"
2021,West,R64,Virginia,356,4,58,Ohio,228,13,62,Ohio,0,9,1,4,120,"Bloomington, IN"
2021,West,R64,USC,339,6,72,Drake,74,11,56,USC,1,5,0,16,128,"Indianapolis, IN"
2021,West,R64,Kansas,138,3,93,Eastern Washington,84,14,84,Kansas,1,11,0,9,177,"Indianapolis, IN"
2021,West,R64,Oregon,234,7,,VCU,350,10,,,0,3,1,,,"Indianapolis, IN"
2021,West,R64,Iowa,132,2,86,Grand Canyon,110,15,74,Iowa,1,13,0,12,160,"Indianapolis, IN"
2021,West,R32,Gonzaga,108,1,87,Oklahoma,230,8,71,Gonzaga,1,7,0,16,158,"Indianapolis, IN"
2021,West,R32,Creighton,65,5,72,Ohio,228,13,58,Creighton,1,8,0,14,130,"Indianapolis, IN"
2021,West,R32,USC,339,6,85,Kansas,138,3,51,USC,1,-3,1,34,136,"Indianapolis, IN"
2021,West,R32,Oregon,234,7,95,Iowa,132,2,80,Oregon,1,-5,1,15,175,"Indianapolis, IN"
2021,West,S16,Gonzaga,108,1,83,Creighton,65,5,65,Gonzaga,1,4,0,18,148,"Indianapolis, IN"
2021,West,S16,USC,339,6,82,Oregon,234,7,68,USC,1,1,0,14,150,"Indianapolis, IN"
2021,West,E8,Gonzaga,108,1,85,USC,339,6,66,Gonzaga,1,5,0,19,151,"Indianapolis, IN"
2021,National,F4,Baylor,21,1,78,Houston,119,2,59,Baylor,1,1,0,19,137,"Indianapolis, IN"
2021,National,F4,Gonzaga,108,1,93,UCLA,331,11,90,Gonzaga,1,10,0,3,183,"Indianapolis, IN"
2021,National,Championship,Baylor,21,1,86,Gonzaga,108,1,70,Baylor,1,0,0,16,156,"Indianapolis, IN"
2022,East,R64,Baylor,21,1,85,Norfolk State,209,16,49,Baylor,1,15,0,36,134,"Fort Worth, TX"
2022,East,R64,UNC,211,8,95,Marquette,166,9,63,UNC,1,1,0,32,158,"Fort Worth, TX"
2022,East,R64,Saint Mary's,266,5,82,Indiana,129,12,53,Saint Mary's,1,7,0,29,135,"Portland, OR"
2022,East,R64,UCLA,331,4,57,Akron,3,13,53,UCLA,1,9,0,4,110,"Portland, OR"
2022,East,R64,Texas,312,6,81,Virginia Tech,357,11,73,Texas,1,5,0,8,154,"Milwaukee, WI"
2022,East,R64,Purdue,248,3,78,Yale,380,14,56,Purdue,1,11,0,22,134,"Milwaukee, WI"
2022,East,R64,Murray State,195,7,92,San Francisco,272,10,87,Murray State,1,3,0,5,179,"Indianapolis, IN"
2022,East,R64,Kentucky,142,2,79,St. Peter's,267,15,85,St. Peter's,0,13,1,6,164,"Indianapolis, IN"
2022,East,R32,Baylor,21,1,86,UNC,211,8,93,UNC,0,7,1,7,179,"Fort Worth, TX"
2022,East,R32,Saint Mary's,266,5,56,UCLA,331,4,72,UCLA,0,-1,0,16,128,"Portland, OR"
2022,East,R32,Texas,312,6,71,Purdue,248,3,81,Purdue,0,-3,0,10,152,"Milwaukee, WI"
2022,East,R32,Murray State,195,7,60,St. Peter's,267,15,70,St. Peter's,0,8,1,10,130,"Indianapolis, IN"
2022,East,S16,UNC,211,8,73,UCLA,331,4,66,UNC,1,-4,1,7,139,"Philadelphia, PA"
2022,East,S16,Purdue,248,3,64,St. Peter's,267,15,67,St. Peter's,0,12,1,3,131,"Philadelphia, PA"
2022,East,E8,UNC,211,8,69,St. Peter's,267,15,49,UNC,1,7,0,20,118,"Philadelphia, PA"
2022,Midwest,R64,Kansas,138,1,83,Texas Southern,315,16,56,Kansas,1,15,0,27,139,"Fort Worth, TX"
2022,Midwest,R64,San Diego State,271,8,69,Creighton,65,9,72,Creighton,0,1,1,3,141,"Fort Worth, TX"
2022,Midwest,R64,Iowa,132,5,63,Richmond,255,12,67,Richmond,0,7,1,4,130,"Buffalo, NY"
2022,Midwest,R64,Providence,247,4,66,South Dakota State,283,13,57,Providence,1,9,0,9,123,"Buffalo, NY"
2022,Midwest,R64,LSU,144,6,54,Iowa State,133,11,59,Iowa State,0,5,1,5,113,"Milwaukee, WI"
2022,Midwest,R64,Wisconsin,374,3,67,Colgate,58,14,60,Wisconsin,1,11,0,7,127,"Milwaukee, WI"
2022,Midwest,R64,USC,339,7,66,Miami (FL),177,10,68,Miami (FL),0,3,1,2,134,"Greenville, SC"
2022,Midwest,R64,Auburn,17,2,80,Jacksonville State,136,15,61,Auburn,1,13,0,19,141,"Greenville, SC"
2022,Midwest,R32,Kansas,138,1,79,Creighton,65,9,72,Kansas,1,8,0,7,151,"Fort Worth, TX"
2022,Midwest,R32,Richmond,255,12,51,Providence,247,4,79,Providence,0,-8,0,28,130,"Buffalo, NY"
2022,Midwest,R32,Iowa State,133,11,54,Wisconsin,374,3,49,Iowa State,1,-8,1,5,103,"Milwaukee, WI"
2022,Midwest,R32,Miami (FL),177,10,79,Auburn,17,2,61,Miami (FL),1,-8,1,18,140,"Greenville, SC"
2022,Midwest,S16,Kansas,138,1,66,Providence,247,4,61,Kansas,1,3,0,5,127,"Chicago, IL"
2022,Midwest,S16,Iowa State,133,11,56,Miami (FL),177,10,70,Miami (FL),0,-1,0,14,126,"Chicago, IL"
2022,Midwest,E8,Kansas,138,1,76,Miami (FL),177,10,50,Kansas,1,9,0,26,126,"Chicago, IL"
2022,South,R64,Arizona,11,1,87,Wright State,377,16,70,Arizona,1,15,0,17,157,"San Diego, CA"
2022,South,R64,Seton Hall,277,8,42,TCU,304,9,69,TCU,0,1,1,27,111,"San Diego, CA"
2022,South,R64,Houston,119,5,82,UAB,324,12,68,Houston,1,7,0,14,150,"Pittsburgh, PA"
2022,South,R64,Illinois,125,4,54,Chattanooga,51,13,53,Illinois,1,9,0,1,107,"Pittsburgh, PA"
2022,South,R64,Colorado State,60,6,63,Michigan,179,11,75,Michigan,0,5,1,12,138,"Indianapolis, IN"
2022,South,R64,Tennessee,308,3,88,Longwood,155,14,56,Tennessee,1,11,0,32,144,"Indianapolis, IN"
2022,South,R64,Ohio State,229,7,54,Loyola (IL),160,10,41,Ohio State,1,3,0,13,95,"Pittsburgh, PA"
2022,South,R64,Villanova,355,2,80,Delaware,70,15,60,Villanova,1,13,0,20,140,"Pittsburgh, PA"
2022,South,R32,Arizona,11,1,85,TCU,304,9,80,Arizona,1,8,0,5,165,"San Diego, CA"
2022,South,R32,Houston,119,5,68,Illinois,125,4,53,Houston,1,-1,1,15,121,"Pittsburgh, PA"
2022,South,R32,Michigan,179,11,76,Tennessee,308,3,68,Michigan,1,-8,1,8,144,"Indianapolis, IN"
2022,South,R32,Ohio State,229,7,61,Villanova,355,2,71,Villanova,0,-5,0,10,132,"Pittsburgh, PA"
2022,South,S16,Arizona,11,1,60,Houston,119,5,72,Houston,0,4,1,12,132,"San Antonio, TX"
2022,South,S16,Michigan,179,11,55,Villanova,355,2,63,Villanova,0,-9,0,8,118,"San Antonio, TX"
2022,South,E8,Houston,119,5,44,Villanova,355,2,50,Villanova,0,-3,0,6,94,"San Antonio, TX"
2022,West,R64,Gonzaga,108,1,93,Georgia State,106,16,72,Gonzaga,1,15,0,21,165,"Portland, OR"
2022,West,R64,Boise State,26,8,53,Memphis,172,9,64,Memphis,0,1,1,11,117,"Portland, OR"
2022,West,R64,UConn,62,5,63,New Mexico State,205,12,70,New Mexico State,0,7,1,7,133,"Buffalo, NY"
2022,West,R64,Arkansas,13,4,75,Vermont,354,13,71,Arkansas,1,9,0,4,146,"Buffalo, NY"
2022,West,R64,Alabama,4,6,64,Notre Dame,226,11,78,Notre Dame,0,5,1,14,142,"San Diego, CA"
2022,West,R64,Texas Tech,317,3,97,Montana State,191,14,62,Texas Tech,1,11,0,35,159,"San Diego, CA"
2022,West,R64,Michigan State,180,7,74,Davidson,67,10,73,Michigan State,1,3,0,1,147,"Greenville, SC"
2022,West,R64,Duke,76,2,78,Cal State Fullerton,39,15,61,Duke,1,13,0,17,139,"Greenville, SC"
2022,West,R32,Gonzaga,108,1,82,Memphis,172,9,78,Gonzaga,1,8,0,4,160,"Portland, OR"
2022,West,R32,New Mexico State,205,12,48,Arkansas,13,4,53,Arkansas,0,-8,0,5,101,"Buffalo, NY"
2022,West,R32,Notre Dame,226,11,53,Texas Tech,317,3,59,Texas Tech,0,-8,0,6,112,"San Diego, CA"
2022,West,R32,Michigan State,180,7,76,Duke,76,2,85,Duke,0,-5,0,9,161,"Greenville, SC"
2022,West,S16,Gonzaga,108,1,68,Arkansas,13,4,74,Arkansas,0,3,1,6,142,"San Francisco, CA"
2022,West,S16,Texas Tech,317,3,73,Duke,76,2,78,Duke,0,-1,0,5,151,"San Francisco, CA"
2022,West,E8,Arkansas,13,4,69,Duke,76,2,78,Duke,0,-2,0,9,147,"San Francisco, CA"
2022,National,F4,Villanova,355,2,65,Kansas,138,1,81,Kansas,0,-1,0,16,146,"New Orleans, LA"
2022,National,F4,Duke,76,2,77,UNC,211,8,81,UNC,0,6,1,4,158,"New Orleans, LA"
2022,National,Championship,Kansas,138,1,72,UNC,211,8,69,Kansas,1,7,0,3,141,"New Orleans, LA"
2023,East,R64,Purdue,248,1,58,FDU,90,16,63,FDU,0,15,1,5,121,"Columbus, OH"
2023,East,R64,Memphis,172,8,65,Florida Atlantic,93,9,66,Florida Atlantic,0,1,1,1,131,"Columbus, OH"
2023,East,R64,Duke,76,5,74,Oral Roberts,233,12,51,Duke,1,7,0,23,125,"Orlando, FL"
2023,East,R64,Tennessee,308,4,58,Louisiana,156,13,55,Tennessee,1,9,0,3,113,"Orlando, FL"
2023,East,R64,Kentucky,142,6,61,Providence,247,11,53,Kentucky,1,5,0,8,114,"Greensboro, NC"
2023,East,R64,Kansas State,139,3,77,Montana State,191,14,65,Kansas State,1,11,0,12,142,"Greensboro, NC"
2023,East,R64,Michigan State,180,7,72,USC,339,10,62,Michigan State,1,3,0,10,134,"Columbus, OH"
2023,East,R64,Marquette,166,2,78,Vermont,354,15,61,Marquette,1,13,0,17,139,"Columbus, OH"
2023,East,R32,FDU,90,16,70,Florida Atlantic,93,9,78,Florida Atlantic,0,-7,0,8,148,"Columbus, OH"
2023,East,R32,Duke,76,5,52,Tennessee,308,4,65,Tennessee,0,-1,0,13,117,"Orlando, FL"
2023,East,R32,Kentucky,142,6,69,Kansas State,139,3,75,Kansas State,0,-3,0,6,144,"Greensboro, NC"
2023,East,R32,Michigan State,180,7,69,Marquette,166,2,60,Michigan State,1,-5,1,9,129,"Columbus, OH"
2023,East,S16,Florida Atlantic,93,9,62,Tennessee,308,4,55,Florida Atlantic,1,-5,1,7,117,"New York, NY"
2023,East,S16,Kansas State,139,3,98,Michigan State,180,7,93,Kansas State,1,4,0,5,191,"New York, NY"
2023,East,E8,Florida Atlantic,93,9,79,Kansas State,139,3,76,Florida Atlantic,1,-6,1,3,155,"New York, NY"
2023,Midwest,R64,Houston,119,1,63,Northern Kentucky,223,16,52,Houston,1,15,0,11,115,"Birmingham, AL"
2023,Midwest,R64,Iowa,132,8,75,Auburn,17,9,83,Auburn,0,1,1,8,158,"Birmingham, AL"
2023,Midwest,R64,Miami (FL),177,5,63,Drake,74,12,56,Miami (FL),1,7,0,7,119,"Albany, NY"
2023,Midwest,R64,Indiana,129,4,71,Kent State,141,13,60,Indiana,1,9,0,11,131,"Albany, NY"
2023,Midwest,R64,Iowa State,133,6,41,Pitt,241,11,59,Pitt,0,5,1,18,100,"Greensboro, NC"
2023,Midwest,R64,Xavier,379,3,72,Kennesaw State,140,14,67,Xavier,1,11,0,5,139,"Greensboro, NC"
2023,Midwest,R64,Texas A&M,313,7,59,Penn State,239,10,76,Penn State,0,3,1,17,135,"Des Moines, IA"
2023,Midwest,R64,Texas,312,2,81,Colgate,58,15,61,Texas,1,13,0,20,142,"Des Moines, IA"
2023,Midwest,R32,Houston,119,1,81,Auburn,17,9,64,Houston,1,8,0,17,145,"Birmingham, AL"
2023,Midwest,R32,Miami (FL),177,5,85,Indiana,129,4,69,Miami (FL),1,-1,1,16,154,"Albany, NY"
2023,Midwest,R32,Pitt,241,11,73,Xavier,379,3,84,Xavier,0,-8,0,11,157,"Greensboro, NC"
2023,Midwest,R32,Penn State,239,10,66,Texas,312,2,71,Texas,0,-8,0,5,137,"Des Moines, IA"
2023,Midwest,S16,Houston,119,1,75,Miami (FL),177,5,89,Miami (FL),0,4,1,14,164,"Kansas City, MO"
2023,Midwest,S16,Xavier,379,3,71,Texas,312,2,83,Texas,0,-1,0,12,154,"Kansas City, MO"
2023,Midwest,E8,Miami (FL),177,5,88,Texas,312,2,81,Miami (FL),1,-3,1,7,169,"Kansas City, MO"
2023,South,R64,Alabama,4,1,96,Texas A&M-Corpus Christi,314,16,75,Alabama,1,15,0,21,171,"Birmingham, AL"
2023,South,R64,Maryland,168,8,67,West Virginia,365,9,65,Maryland,1,1,0,2,132,"Birmingham, AL"
2023,South,R64,San Diego State,271,5,63,College of Charleston,48,12,57,San Diego State,1,7,0,6,120,"Orlando, FL"
2023,South,R64,Virginia,356,4,67,Furman,99,13,68,Furman,0,9,1,1,135,"Orlando, FL"
2023,South,R64,Creighton,65,6,72,NC State,196,11,63,Creighton,1,5,0,9,135,
2023,South,R64,Baylor,21,3,74,UCSB,329,14,56,Baylor,1,11,0,18,130,
2023,South,R64,Missouri,187,7,76,Utah State,347,10,65,Missouri,1,3,0,11,141,"Sacramento, CA"
2023,South,R64,Arizona,11,2,55,Princeton,246,15,59,Princeton,0,13,1,4,114,"Sacramento, CA"
2023,South,R32,Alabama,4,1,73,Maryland,168,8,51,Alabama,1,7,0,22,124,"Birmingham, AL"
2023,South,R32,San Diego State,271,5,75,Furman,99,13,52,San Diego State,1,8,0,23,127,"Orlando, FL"
2023,South,R32,Creighton,65,6,85,Baylor,21,3,76,Creighton,1,-3,1,9,161,
2023,South,R32,Missouri,187,7,63,Princeton,246,15,78,Princeton,0,8,1,15,141,"Sacramento, CA"
2023,South,S16,Alabama,4,1,64,San Diego State,271,5,71,San Diego State,0,4,1,7,135,"Louisville, KY"
2023,South,S16,Creighton,65,6,86,Princeton,246,15,75,Creighton,1,9,0,11,161,"Louisville, KY"
2023,South,E8,San Diego State,271,5,57,Creighton,65,6,56,San Diego State,1,1,0,1,113,"Louisville, KY"
2023,West,R64,Kansas,138,1,96,Howard,121,16,68,Kansas,1,15,0,28,164,"Des Moines, IA"
2023,West,R64,Arkansas,13,8,73,Illinois,125,9,63,Arkansas,1,1,0,10,136,"Des Moines, IA"
2023,West,R64,Saint Mary's,266,5,63,VCU,350,12,51,Saint Mary's,1,7,0,12,114,"Albany, NY"
2023,West,R64,UConn,62,4,87,Iona,131,13,63,UConn,1,9,0,24,150,"Albany, NY"
2023,West,R64,TCU,304,6,72,Arizona State,12,11,70,TCU,1,5,0,2,142,
2023,West,R64,Gonzaga,108,3,82,Grand Canyon,110,14,70,Gonzaga,1,11,0,12,152,
2023,West,R64,Northwestern,224,7,75,Boise State,26,10,67,Northwestern,1,3,0,8,142,"Sacramento, CA"
2023,West,R64,UCLA,331,2,86,UNC Asheville,335,15,53,UCLA,1,13,0,33,139,"Sacramento, CA"
2023,West,R32,Kansas,138,1,71,Arkansas,13,8,72,Arkansas,0,7,1,1,143,"Des Moines, IA"
2023,West,R32,Saint Mary's,266,5,55,UConn,62,4,70,UConn,0,-1,0,15,125,"Albany, NY"
2023,West,R32,TCU,304,6,81,Gonzaga,108,3,84,Gonzaga,0,-3,0,3,165,
2023,West,R32,Northwestern,224,7,63,UCLA,331,2,68,UCLA,0,-5,0,5,131,"Sacramento, CA"
2023,West,S16,Arkansas,13,8,65,UConn,62,4,88,UConn,0,-4,0,23,153,"Las Vegas, NV"
2023,West,S16,Gonzaga,108,3,79,UCLA,331,2,76,Gonzaga,1,-1,1,3,155,"Las Vegas, NV"
2023,West,E8,UConn,62,4,82,Gonzaga,108,3,54,UConn,1,-1,1,28,136,"Las Vegas, NV"
2023,National,F4,Florida Atlantic,93,9,71,San Diego State,271,5,72,San Diego State,0,-4,0,1,143,"Houston, TX"
2023,National,F4,Miami (FL),177,5,59,UConn,62,4,72,UConn,0,-1,0,13,131,"Houston, TX"
2023,National,Championship,San Diego State,271,5,59,UConn,62,4,76,UConn,0,-1,0,17,135,"Houston, TX"
2024,East,R64,UConn,62,1,91,Stetson,300,16,52,UConn,1,15,0,39,143,"Brooklyn, NY"
2024,East,R64,Florida Atlantic,93,8,65,Northwestern,224,9,77,Northwestern,0,1,1,12,142,"Brooklyn, NY"
2024,East,R64,San Diego State,271,5,69,UAB,324,12,65,San Diego State,1,7,0,4,134,"Spokane, WA"
2024,East,R64,Auburn,17,4,76,Yale,380,13,78,Yale,0,9,1,2,154,"Spokane, WA"
2024,East,R64,BYU,19,6,67,Duquesne,77,11,71,Duquesne,0,5,1,4,138,"Omaha, NE"
2024,East,R64,Illinois,125,3,85,Morehead State,192,14,69,Illinois,1,11,0,16,154,"Omaha, NE"
2024,East,R64,Washington State,361,7,66,Drake,74,10,61,Washington State,1,3,0,5,127,"Omaha, NE"
2024,East,R64,Iowa State,133,2,82,South Dakota State,283,15,65,Iowa State,1,13,0,17,147,"Omaha, NE"
2024,East,R32,UConn,62,1,75,Northwestern,224,9,58,UConn,1,8,0,17,133,"Brooklyn, NY"
