,Team,Elite 8,Seed,Win,AdjOE,AdjDE,AdjOD,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,bluePower,Conf_A10,Conf_ACC,Conf_AE,Conf_ASun,Conf_Amer,Conf_B10,Conf_B12,Conf_BE,Conf_BSky,Conf_BSth,Conf_BW,Conf_CAA,Conf_CUSA,Conf_Horz,Conf_Ivy,Conf_MAAC,Conf_MAC,Conf_MEAC,Conf_MVC,Conf_MWC,Conf_NEC,Conf_OVC,Conf_P12,Conf_Pat,Conf_SB,Conf_SC,Conf_SEC,Conf_SWAC,Conf_Slnd,Conf_Sum,Conf_WAC,Conf_WCC,bluePower_Barthag,bluePower_Seed
3661,Iowa,0,2.0794415416798357,3.1354942159291497,4.765586907393996,4.620058798481842,0,0.611937125134402,3.9815490680767565,3.9627161197436642,2.9014215940827497,2.970414465569701,3.4307561839036995,3.4011973816621555,3.768152635008444,3.3945083935113587,3.960813169597578,3.996364153861897,3.6136169696133895,3.5145260669691587,3.6888794541139363,3.7471483622379123,4.275276264727001,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3445632911297778,4.5690000625128535
3663,Ohio St.,0,1.9459101490553132,2.995732273553991,4.694096395182493,4.554928969551344,0,0.6070444815065336,3.9415818076696905,3.8958936234982624,2.9806186357439426,2.9652730660692823,3.3568971227655755,3.299533727885655,3.5553480614894135,3.490428515390098,3.929862923556477,3.879499813722586,3.563882963939251,3.5263605246161616,3.7062280924485496,3.648057459593681,4.222444564849416,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3338130543024778,4.27560160479232
3665,Oregon,0,1.791759469228055,3.1780538303479458,4.676560182074764,4.542230386214217,0,0.602620541360387,3.9646154555473165,3.86702563949741,2.9338568698359038,3.091042453358316,3.4242626545931514,3.370738174177447,3.4436180975461075,3.591817741270805,3.9684033388642534,3.912023005428146,3.563882963939251,3.414442608412176,3.696351468952637,3.832979798087693,4.194189897191817,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3240926642847002,3.936897942462782
3667,Baylor,0,2.1972245773362196,2.995732273553991,4.727387818712341,4.596129441335942,0,0.5997701310546462,3.949318790171843,3.903990833730882,3.039749158970765,2.970414465569701,3.66612246699132,3.3945083935113587,3.5145260669691587,3.624340932976365,3.949318790171843,3.8732821771117156,3.5553480614894135,3.55820113047182,3.7232808808312687,3.6584202466292277,4.213607983048918,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.317829672705434,4.827795843250328
3669,Washington,0,2.1972245773362196,3.295836866004329,4.672828834461906,4.547541073151455,0,0.5933820923703702,3.9721769282478934,3.877431560658527,3.0349529867072724,3.2188758248682006,3.4210000089583352,3.5667118201397288,3.586292865338835,3.56953269648137,3.975936331171799,3.8501476017100584,3.572345637857985,3.529297384289471,3.708682081410116,3.591817741270805,4.222444564849416,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6518968585536842,2.413897921625164
3673,Minnesota,0,2.0794415416798357,3.091042453358316,4.705015520957808,4.580877493419047,0,0.593105826379719,3.8979240810486444,3.914021008090819,2.9231615807191558,2.8678989020441064,3.493472657771326,3.370738174177447,3.7612001156935624,3.3775875160230218,3.899950424193877,3.8979240810486444,3.4995332823830174,3.5524868292083815,3.3945083935113587,3.5467396869528134,4.247065649239764,1.3862943611198906,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8222192626575573,2.882718083509208
3680,New Mexico St.,0,1.791759469228055,3.367295829986474,4.72384171570559,4.603168183317418,0,0.5886751589632342,4.007333185232471,3.906004933102583,2.928523523860541,3.0106208860477417,3.6428355156125294,3.1612467120315646,3.55820113047182,3.5085558999826545,4.053522567701846,3.8918202981106265,3.55820113047182,3.529297384289471,3.858622228701031,3.6913763343125234,4.21803603456465,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.293451527341324,3.936897942462782
3684,Murray St.,0,1.791759469228055,3.258096538021482,4.7140245909001735,4.600157644164547,0,0.5820480080412255,4.028916756899646,3.858622228701031,2.9014215940827497,3.0204248861443626,3.5085558999826545,3.4339872044851463,3.5322256440685598,3.380994674344636,4.063885354737392,3.899950424193877,3.5667118201397288,3.3843902633457743,3.634951112088381,3.594568774642695,4.2626798770413155,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.042890029953193,3.210401995568401
3692,Temple,0,1.9459101490553132,3.1780538303479458,4.702296896718814,4.591071261608589,0,0.5796424797631247,3.933784497209659,3.937690752176724,2.8154087194227095,3.0819099697950434,3.3178157727231046,3.4210000089583352,3.5263605246161616,3.5467396869528134,3.9396381724611196,3.9531649487593215,3.529297384289471,3.517497837358316,3.655839600035736,3.6686767467964168,4.264087336809195,1.3862943611198906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80355510116117,2.6976042668813465
3694,Belmont,0,1.9459101490553132,3.258096538021482,4.739701078945697,4.627909672957581,0,0.5794184152316024,4.074141854904581,3.910021002757473,2.797281334830153,2.8507065015037334,3.2809112157876537,3.2308043957334744,3.370738174177447,3.3568971227655755,4.102643365036796,3.8753590210565547,3.6402142821326553,3.5751506887855933,3.8022081394209395,3.5751506887855933,4.297285406218791,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8032444817645937,2.6976042668813465
3702,Arizona St.,0,1.9459101490553132,3.1354942159291497,4.699570861409576,4.594109238628667,0,0.5725602175708278,3.9473901492654373,3.903990833730882,2.970414465569701,2.990719731730447,3.5115454388310208,3.3105430133940246,3.7977338590260183,3.6788291182604347,3.9435216724875173,3.8753590210565547,3.55820113047182,3.543853682063679,3.6027767550605247,3.7954891891721947,4.286341384539473,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.025890191535806,3.4866029358368333
3704,Seton Hall,0,2.0794415416798357,3.044522437723423,4.689511334421843,4.584967478670572,0,0.5716572829722353,3.929862923556477,3.9180050771056933,2.917770732084279,3.044522437723423,3.4111477125153233,3.414442608412176,3.5779478934066544,3.5145260669691587,3.9473901492654373,3.906004933102583,3.5085558999826545,3.543853682063679,3.6216707044204863,3.708682081410116,4.26689632742025,2.1972245773362196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2560594319598413,4.5690000625128535
3722,St. John's,0,1.9459101490553132,3.091042453358316,4.701389043728634,4.613138355637268,0,0.551410790244699,3.975936331171799,3.9473901492654373,2.714694743820879,3.091042453358316,3.109060958860994,3.4242626545931514,3.414442608412176,3.6888794541139363,3.955082494888593,3.9415818076696905,3.616308761279101,3.55820113047182,3.6712245188752153,3.775057150354989,4.293195420967266,1.3862943611198906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7644176691768889,2.6976042668813465
3724,Vermont,0,1.6094379124341003,3.295836866004329,4.6839813664123815,4.596129441335942,0,0.550892132979074,3.977810745966149,3.912023005428146,2.8678989020441064,3.0155349008501706,3.349904087274605,3.126760535960395,3.6189933266497696,3.3032169733019514,3.970291913552122,3.8607297110405954,3.591817741270805,3.591817741270805,3.7232808808312687,3.6686767467964168,4.215086179918229,2.1972245773362196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2104337340427944,3.5362965368969035
3731,Liberty,0,1.791759469228055,3.258096538021482,4.697749367281185,4.612145799724517,0,0.5481214085096876,4.044804116661965,3.906004933102583,2.9014215940827497,3.0819099697950434,3.2846635654062037,3.3141860046725258,3.295836866004329,3.5085558999826545,4.05871738457895,3.899950424193877,3.6270040503958487,3.5234150143864045,3.7612001156935624,3.6402142821326553,4.162003210695915,1.3862943611198906,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759857617826072,2.4839060486740205
3735,UC Irvine,0,1.6094379124341003,3.4011973816621555,4.66814498514948,4.584967478670572,0,0.5442990838235294,3.9589065913269965,3.7999735016195233,2.89591193827178,2.8735646395797834,3.543853682063679,3.3105430133940246,3.3877743613300146,3.5496173867804286,3.937690752176724,3.730501128804756,3.6109179126442243,3.535145354171894,3.4965075614664802,3.517497837358316,4.212127597878484,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7545587506672815,2.2311547025799614
3743,Yale,0,1.3862943611198906,3.091042453358316,4.7104306966455844,4.634728988229636,0,0.5349131752950509,4.044804116661965,3.8753590210565547,2.9496883350525844,2.785011242238338,3.3068867021909143,3.2347491740244907,3.449987545831587,3.4531571205928664,4.044804116661965,3.8815637979434374,3.648057459593681,3.4719664525503626,3.572345637857985,3.6686767467964168,4.293195420967266,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9584357470497539,2.4839060486740205
3769,Northeastern,0,1.6094379124341003,3.1780538303479458,4.709530201312334,4.642465970731788,0,0.5222402285812447,4.063885354737392,3.966511190712216,2.8735646395797834,2.8735646395797834,3.1654750481410856,3.2308043957334744,3.563882963939251,3.367295829986474,4.050044303325521,3.979681653901961,3.6838669122903918,3.543853682063679,3.856510295497887,3.6082115510464816,4.229749199228304,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7239786840321423,2.2311547025799614
3780,Northern Kentucky,0,1.3862943611198906,3.2188758248682006,4.695010889987881,4.630837932736669,0,0.5172449755681741,4.02535169073515,3.910021002757473,2.9231615807191558,2.970414465569701,3.456316680883235,3.3141860046725258,3.597312260588446,3.5890591188317256,4.030694535145645,3.9219733362813143,3.6216707044204863,3.493472657771326,3.7495040759303713,3.6938669956249757,4.257030144499196,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9267785828849098,2.4839060486740205
3794,Georgia St.,0,1.3862943611198906,3.1780538303479458,4.687671407499835,4.627909672957581,0,0.5109656139669053,4.014579593753238,3.933784497209659,2.8678989020441064,3.095577608523707,3.190476350346503,3.543853682063679,3.6027767550605247,3.475067230228611,3.966511190712216,3.9415818076696905,3.673765816303888,3.5263605246161616,3.7999735016195233,3.8437441646748516,4.279440045898781,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9155274772751295,2.4839060486740205
3798,Saint Louis,0,1.6094379124341003,3.1780538303479458,4.625952725170619,4.5685062016165,0,0.5077208088125119,3.86702563949741,3.8691155044168695,2.995732273553991,3.0155349008501706,3.6136169696133895,3.269568939183719,3.7062280924485496,3.5234150143864045,3.8732821771117156,3.8691155044168695,3.459466289786131,3.475067230228611,3.5145260669691587,3.6635616461296463,4.22829253473184,1.3862943611198906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7038504942800153,2.2311547025799614
3816,Old Dominion,0,1.3862943611198906,3.295836866004329,4.619073091157083,4.56954300834494,0,0.49487915193630294,3.885679030088544,3.8416005411316,2.9391619220655967,2.975529566236472,3.505557396986398,3.250374491927572,3.4210000089583352,3.5085558999826545,3.817712325956905,3.7954891891721947,3.591817741270805,3.5115454388310208,3.6454498961866,3.716008121502189,4.204692619390966,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5436803177228751,1.523000020837618
3847,Montana,0,1.0986122886681098,3.2188758248682006,4.679349584162343,4.646312129319266,0,0.4675004990276171,4.055257173514054,3.9318256327243257,2.91235066461494,3.0106208860477417,3.3568971227655755,3.258096538021482,3.4965075614664802,3.6375861597263857,4.046553898385752,3.912023005428146,3.6712245188752153,3.572345637857985,3.6712245188752153,3.616308761279101,4.22829253473184,1.3862943611198906,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6480933056227205,1.523000020837618
3861,Colgate,0,1.0986122886681098,3.1780538303479458,4.695010889987881,4.66814498514948,0,0.4555243079809013,4.041295341132285,3.9435216724875173,3.0106208860477417,2.9444389791664403,3.4436180975461075,3.32862668882732,3.3978584803966405,3.3877743613300146,4.005513348515485,3.9396381724611196,3.6913763343125234,3.5524868292083815,3.7376696182833684,3.735285826928092,4.235554730773624,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0008892050697098,2.413897921625164
3882,Abilene Christian,0,1.0986122886681098,3.1780538303479458,4.636668853047462,4.624972813284271,0,0.4286606657113532,3.977810745966149,3.92395157629342,2.91235066461494,3.1945831322991562,3.3568971227655755,3.3603753871419,3.56953269648137,3.673765816303888,3.927896354584436,3.9160150266976834,3.6712245188752153,3.5409593240373143,3.5610460826040513,3.5380565643793527,4.21803603456465,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5942498637095474,1.523000020837618
3930,Bradley,0,1.0986122886681098,2.995732273553991,4.61512051684126,4.625952725170619,0,0.38362841349898996,3.9259259105971376,3.883623530906448,2.990719731730447,2.975529566236472,3.3357695763397,3.3214324131932926,3.6189933266497696,3.591817741270805,3.8649313978942956,3.858622228701031,3.632309102625542,3.5263605246161616,3.5890591188317256,3.703768066607687,4.209160236650682,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42145888935224135,1.206948960812582
3945,Gardner Webb,0,0.6931471805599453,3.044522437723423,4.66814498514948,4.6839813664123815,0,0.3736303845881459,4.021773869387265,3.9357395320454622,2.8791984572980396,2.9496883350525844,3.1612467120315646,3.4657359027997265,3.6938669956249757,3.3568971227655755,4.00369019395397,3.929862923556477,3.655839600035736,3.5496173867804286,3.6454498961866,3.828641396489095,4.241326752570746,1.0986122886681098,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410474931928329,0.761500010418809
3977,North Dakota St.,0,0.6931471805599453,2.833213344056216,4.6709579265260945,4.697749367281185,0,0.3517829978583045,4.00369019395397,4.000033882750859,2.8213788864092133,2.747270914255491,3.077312260546414,3.2733640101522705,3.4995332823830174,3.3032169733019514,3.977810745966149,3.9871304779149512,3.632309102625542,3.6270040503958487,3.8958936234982624,3.6027767550605247,4.210645017918261,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6303105175260497,1.2419530243370103
4006,Prairie View A&M,0,0.6931471805599453,3.091042453358316,4.624972813284271,4.664382045619937,0,0.32663832756219324,3.9080149840306073,3.949318790171843,2.91235066461494,3.246490991901174,3.427514689979529,3.5553480614894135,3.8110970868381857,3.8628327612373745,3.92395157629342,3.9982007016691985,3.481240089335692,3.459466289786131,3.5409593240373143,3.6082115510464816,4.291828366755733,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.35884888060982484,0.761500010418809
4022,Iona,0,0.6931471805599453,2.8903717578961645,4.665324108807838,4.7104306966455844,0,0.3165610320021576,3.9889840465642745,3.975936331171799,2.9069010598473755,2.975529566236472,3.2846635654062037,3.4372078191851885,3.6402142821326553,3.3945083935113587,3.9945242269398897,3.9357395320454622,3.586292865338835,3.632309102625542,3.7977338590260183,3.7819143200811256,4.291828366755733,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6955556797420582,1.523000020837618
4037,Fairleigh Dickinson,0,0.6931471805599453,2.9444389791664403,4.661550519424199,4.712229258281499,0,0.3056447728259534,4.0163830207523885,3.960813169597578,3.0155349008501706,3.0633909220278057,3.414442608412176,3.529297384289471,3.597312260588446,3.4404180948154366,3.955082494888593,3.9627161197436642,3.7232808808312687,3.563882963939251,3.58351893845611,3.676300671907076,4.238444906195857,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5476419159309598,1.2419530243370103
4175,North Carolina Central,0,0.6931471805599453,2.772588722239781,4.58700621536042,4.686750172980514,0,0.21551452414971858,3.927896354584436,3.9259259105971376,3.1780538303479458,2.928523523860541,3.572345637857985,3.332204510175204,3.5380565643793527,3.462606009790799,3.9646154555473165,3.949318790171843,3.4688560301359703,3.484312288372662,3.6270040503958487,3.5553480614894135,4.210645017918261,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3861501894014366,1.2419530243370103
4295,Gonzaga,1,2.833213344056216,3.295836866004329,4.838660029356445,4.506454213048934,1,0.6827432468445523,4.127134385045092,3.8815637979434374,2.8390784635086144,3.0587070727153796,3.4468078929142076,3.1945831322991562,3.629660094453965,3.292126286607793,4.174387269895637,3.86702563949741,3.624340932976365,3.5115454388310208,3.505557396986398,3.56953269648137,4.335982696172475,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5001402419771797,6.225205992397257
4297,Houston,1,2.772588722239781,3.1780538303479458,4.787491742782046,4.504244267398131,1,0.6749832099322741,3.9569963710708773,3.7819143200811256,2.8507065015037334,3.1179499062782403,3.6988297849671046,3.367295829986474,3.456316680883235,3.770459441106359,3.929862923556477,3.784189633918261,3.597312260588446,3.3843902633457743,3.768152635008444,3.653252276470785,4.203198967134183,2.1972245773362196,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4830896981524857,6.092000083350472
4299,Baylor,1,2.833213344056216,3.1354942159291497,4.822697998516666,4.548599834499697,1,0.6729444732424258,4.069026754237811,3.914021008090819,2.9231615807191558,3.242592351485517,3.6506582412937387,3.462606009790799,3.332204510175204,3.487375077903208,4.009149716158869,3.893859034800475,3.756538102587751,3.5553480614894135,3.6938669956249757,3.563882963939251,4.257030144499196,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.478610135790834,6.225205992397257
4301,Michigan,1,2.833213344056216,3.044522437723423,4.776599301615622,4.519612297626445,1,0.6686495489595451,4.023564380161053,3.8264651170664994,2.8507065015037334,2.7788192719904172,3.414442608412176,3.250374491927572,3.3978584803966405,3.2386784521643803,3.9945242269398897,3.768152635008444,3.681351187693145,3.5409593240373143,3.5524868292083815,3.517497837358316,4.231203744939298,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4691732225986902,6.225205992397257
4303,Illinois,0,2.833213344056216,3.1780538303479458,4.774068722449905,4.519612297626445,1,0.6680344797448701,4.036008985209137,3.8628327612373745,2.954910279033736,2.8390784635086144,3.5263605246161616,3.1441522786722644,3.6938669956249757,3.449987545831587,4.030694535145645,3.8372994592322094,3.653252276470785,3.517497837358316,3.456316680883235,3.5263605246161616,4.28496492183075,1.791759469228055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1969571048537082,5.076436837556009
4305,Iowa,0,2.772588722239781,3.091042453358316,4.825910852685991,4.579852378003801,0,0.6657245949819731,4.018183201256536,3.8979240810486444,2.6602595372658615,2.8507065015037334,3.456316680883235,3.3877743613300146,3.4965075614664802,3.1612467120315646,3.977810745966149,3.845883202923601,3.6788291182604347,3.5779478934066544,3.708682081410116,3.703768066607687,4.275276264727001,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4627464418315919,6.092000083350472
4307,Colorado,0,2.5649493574615367,3.1354942159291497,4.757032535297338,4.529368472571809,0,0.659176660988792,3.970291913552122,3.885679030088544,2.8791984572980396,3.0349529867072724,3.462606009790799,3.2809112157876537,3.4307561839036995,3.367295829986474,3.937690752176724,3.8607297110405954,3.629660094453965,3.535145354171894,3.6054978451748854,3.5779478934066544,4.222444564849416,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.1810860242207994,4.595772299322124
4309,USC,1,2.4849066497880004,3.1354942159291497,4.738826570800765,4.513054897080286,0,0.6585039746163712,3.9721769282478934,3.8372994592322094,2.9496883350525844,2.91235066461494,3.6027767550605247,3.342861804649192,3.6506582412937387,3.250374491927572,3.9721769282478934,3.765840495250065,3.5779478934066544,3.5610460826040513,3.4719664525503626,3.591817741270805,4.235554730773624,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.4468811173006768,5.4598979633004
4311,Florida St.,0,2.6390573296152584,2.833213344056216,4.772378104971998,4.550714000192032,1,0.6573127275507292,4.014579593753238,3.8607297110405954,3.054001181677967,3.0252910757955354,3.6027767550605247,3.4781584227982836,3.517497837358316,3.6189933266497696,3.9721769282478934,3.8110970868381857,3.6888794541139363,3.535145354171894,3.597312260588446,3.713572066704308,4.279440045898781,1.791759469228055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1777463038331397,4.728555960173844
4313,Ohio St.,0,2.772588722239781,3.091042453358316,4.807294370078226,4.585987366571318,0,0.6568462008336137,3.9908341858524357,3.910021002757473,2.791165107812717,2.772588722239781,3.40452517175483,3.3463891451671604,3.653252276470785,3.5496173867804286,3.9721769282478934,3.879499813722586,3.624340932976365,3.55820113047182,3.6988297849671046,3.6635616461296463,4.231203744939298,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4432386160015385,6.092000083350472
4315,Alabama,0,2.772588722239781,3.2188758248682006,4.715816706075155,4.4953553199808844,0,0.6565350620632132,3.9569963710708773,3.835141961092188,2.975529566236472,3.095577608523707,3.481240089335692,3.427514689979529,3.3877743613300146,3.493472657771326,3.933784497209659,3.858622228701031,3.586292865338835,3.3945083935113587,3.8732821771117156,3.543853682063679,4.328098292648326,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4425549742482524,6.092000083350472
4317,San Diego St.,0,2.4849066497880004,3.1354942159291497,4.721173861744398,4.5031374604229395,0,0.655652976132365,3.983413001514819,3.8649313978942956,2.884800712846709,3.1570004211501135,3.4307561839036995,3.2347491740244907,3.563882963939251,3.517497837358316,3.9415818076696905,3.8199077165203406,3.6506582412937387,3.520460802488973,3.7013019741124933,3.8394523125933104,4.21803603456465,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.44061683336167,5.4598979633004
4319,Loyola Chicago,0,2.302585092994046,3.1354942159291497,4.700480365792417,4.490881039585964,0,0.6516478733819163,4.048300623720694,3.8649313978942956,2.970414465569701,3.1179499062782403,3.295836866004329,3.091042453358316,3.456316680883235,3.152736022363656,4.07753744390572,3.8394523125933104,3.6027767550605247,3.5115454388310208,3.6375861597263857,3.5667118201397288,4.186619838331271,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.167596247734373,4.125678644075443
4321,Connecticut,0,2.3978952727983707,2.772588722239781,4.74406218485471,4.535820107853298,0,0.6515957534017102,3.9219733362813143,3.8543938925915096,2.917770732084279,3.0252910757955354,3.632309102625542,3.427514689979529,3.4210000089583352,3.634951112088381,3.912023005428146,3.8416005411316,3.543853682063679,3.484312288372662,3.535145354171894,3.5263605246161616,4.213607983048918,2.1972245773362196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.431702203862148,5.268714427270919
4323,Wisconsin,0,2.1972245773362196,2.8903717578961645,4.722953221644475,4.514150787600923,0,0.6513872463117137,3.919991175077323,3.8897773964808264,2.6741486494265287,2.9338568698359038,3.2068032436339315,3.261935314328648,3.32862668882732,3.3843902633457743,3.856510295497887,3.8732821771117156,3.6109179126442243,3.5263605246161616,3.7328963395307104,3.5610460826040513,4.203198967134183,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4312440669594593,4.827795843250328
4325,Tennessee,0,2.5649493574615367,2.9444389791664403,4.695924549256556,4.490881039585964,0,0.6495609523970223,3.933784497209659,3.8480176754522337,2.954910279033736,3.173878458937465,3.4781584227982836,3.3877743613300146,3.586292865338835,3.4688560301359703,3.927896354584436,3.824284091120139,3.5496173867804286,3.490428515390098,3.563882963939251,3.66612246699132,4.231203744939298,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4272312890846595,5.635769767837233
4327,Texas,0,2.70805020110221,2.995732273553991,4.740574822994295,4.541164856012179,0,0.6475220025336698,3.9871304779149512,3.8649313978942956,3.054001181677967,2.9338568698359038,3.475067230228611,3.32862668882732,3.5553480614894135,3.629660094453965,3.977810745966149,3.845883202923601,3.6027767550605247,3.505557396986398,3.758871825933971,3.5380565643793527,4.2626798770413155,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4227512583329451,5.950194458522068
