,Team,Elite 8,Seed,Win,AdjOE,AdjDE,AdjOD,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,bluePower,Conf_A10,Conf_ACC,Conf_AE,Conf_ASun,Conf_Amer,Conf_B10,Conf_B12,Conf_BE,Conf_BSky,Conf_BSth,Conf_BW,Conf_CAA,Conf_CUSA,Conf_Horz,Conf_Ivy,Conf_MAAC,Conf_MAC,Conf_MEAC,Conf_MVC,Conf_MWC,Conf_NEC,Conf_OVC,Conf_P12,Conf_Pat,Conf_SB,Conf_SC,Conf_SEC,Conf_SWAC,Conf_Slnd,Conf_Sum,Conf_WAC,Conf_WCC,bluePower_Barthag,bluePower_Seed
4329,Virginia,0,2.6390573296152584,2.9444389791664403,4.752727750345706,4.552823705615882,0,0.647312644216146,4.044804116661965,3.8897773964808264,2.797281334830153,2.785011242238338,3.1822118404966093,3.1612467120315646,3.1354942159291497,3.242592351485517,4.030694535145645,3.8522730010223722,3.66612246699132,3.5553480614894135,3.768152635008444,3.6428355156125294,4.12552017969055,2.1972245773362196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.422291251092212,5.798601625629939
4331,Texas Tech,0,2.4849066497880004,2.8903717578961645,4.722953221644475,4.526126978647638,0,0.6458459074419322,3.9259259105971376,3.8877303128591016,2.8507065015037334,3.2108436531709366,3.5496173867804286,3.4339872044851463,3.696351468952637,3.624340932976365,3.906004933102583,3.824284091120139,3.572345637857985,3.58351893845611,3.4781584227982836,3.6788291182604347,4.213607983048918,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4190685010034265,5.4598979633004
4333,Villanova,0,2.5649493574615367,2.833213344056216,4.783316371371566,4.58700621536042,0,0.6458459074419322,3.9852734671677386,3.966511190712216,2.6741486494265287,2.995732273553991,3.3638415951183864,3.250374491927572,3.4339872044851463,3.288401887516811,3.9852734671677386,3.9512437185814275,3.5890591188317256,3.594568774642695,3.8199077165203406,3.728100167267218,4.203198967134183,2.1972245773362196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4190685010034265,5.635769767837233
4335,Creighton,0,2.5649493574615367,3.044522437723423,4.746669748261791,4.554928969551344,0,0.6435892217116013,4.037774210733707,3.8691155044168695,2.8213788864092133,2.9338568698359038,3.250374491927572,3.374168709274236,3.32862668882732,3.2846635654062037,4.048300623720694,3.8522730010223722,3.629660094453965,3.4995332823830174,3.8133070324889884,3.6888794541139363,4.2626798770413155,2.1972245773362196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4141100556534196,5.635769767837233
4337,West Virginia,0,2.70805020110221,2.9444389791664403,4.7535901911063645,4.563305981889393,0,0.6422222393746548,3.906004933102583,3.9357395320454622,2.8903717578961645,3.077312260546414,3.6000482404073204,3.475067230228611,3.6988297849671046,3.3843902633457743,3.858622228701031,3.9569963710708773,3.6027767550605247,3.505557396986398,3.529297384289471,3.6454498961866,4.269697449699962,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4111064884658964,5.950194458522068
4341,Arkansas,1,2.70805020110221,3.1354942159291497,4.709530201312334,4.525044141508807,0,0.6395881634653823,3.960813169597578,3.883623530906448,2.91235066461494,3.0587070727153796,3.487375077903208,3.3032169733019514,3.517497837358316,3.4111477125153233,3.9684033388642534,3.8691155044168695,3.5524868292083815,3.5145260669691587,3.6054978451748854,3.653252276470785,4.31748811353631,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4053188321394734,5.950194458522068
4343,Kansas,0,2.70805020110221,2.995732273553991,4.697749367281185,4.513054897080286,0,0.6391132920674597,3.9259259105971376,3.871201010907891,2.928523523860541,3.044522437723423,3.4719664525503626,3.32862668882732,3.449987545831587,3.3141860046725258,3.9180050771056933,3.8480176754522337,3.5467396869528134,3.5115454388310208,3.6109179126442243,3.6506582412937387,4.251348311031766,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.404275433032884,5.950194458522068
4346,BYU,0,2.4849066497880004,2.995732273553991,4.722953221644475,4.539030383483547,0,0.6386909947638866,4.02535169073515,3.8628327612373745,2.995732273553991,2.833213344056216,3.3877743613300146,3.190476350346503,3.3603753871419,3.414442608412176,4.0163830207523885,3.8394523125933104,3.6454498961866,3.5085558999826545,3.6838669122903918,3.5779478934066544,4.249922794040544,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1443806377788799,4.452355019905411
4348,Purdue,0,2.6390573296152584,2.9444389791664403,4.722953221644475,4.543294782270004,0,0.6365239176188547,3.9589065913269965,3.903990833730882,2.9806186357439426,2.884800712846709,3.502549875922443,3.2228678461377385,3.502549875922443,3.4436180975461075,3.9721769282478934,3.9259259105971376,3.5409593240373143,3.481240089335692,3.6506582412937387,3.8437441646748516,4.22683374526818,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3985859958544828,5.798601625629939
4350,St. Bonaventure,0,2.1972245773362196,2.833213344056216,4.7104306966455844,4.531523645819793,0,0.6363122438074066,3.9415818076696905,3.8394523125933104,2.884800712846709,3.0204248861443626,3.543853682063679,3.380994674344636,3.3603753871419,3.3775875160230218,3.9180050771056933,3.8308129500026027,3.594568774642695,3.4531571205928664,3.493472657771326,3.7887247890836524,4.197201947661808,1.3862943611198906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8821160755017527,3.046000041675236
4352,LSU,0,2.302585092994046,2.9444389791664403,4.786658062033468,4.613138355637268,0,0.6324944333479952,3.9852734671677386,3.901972669574645,2.8390784635086144,2.9652730660692823,3.481240089335692,3.520460802488973,3.5524868292083815,3.40452517175483,3.9889840465642745,3.9569963710708773,3.58351893845611,3.4339872044851463,3.6402142821326553,3.8133070324889884,4.282206299391671,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.1332778901853031,4.125678644075443
4354,UCLA,1,1.9459101490553132,2.8903717578961645,4.746669748261791,4.576770711466393,0,0.6305800482911162,3.970291913552122,3.9454577815143836,2.8735646395797834,2.9231615807191558,3.459466289786131,3.2268439945173775,3.5145260669691587,3.367295829986474,3.9435216724875173,3.919991175077323,3.629660094453965,3.586292865338835,3.487375077903208,3.6888794541139363,4.197201947661808,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3855259800831008,4.27560160479232
4356,Oregon,0,2.3978952727983707,3.044522437723423,4.745801315727837,4.575741375297279,0,0.6301541312320236,4.014579593753238,3.933784497209659,2.8791984572980396,3.0587070727153796,3.3775875160230218,3.339321977944068,3.3250360206965914,3.3357695763397,3.9871304779149512,3.929862923556477,3.6609942506244004,3.543853682063679,3.6635616461296463,3.6938669956249757,4.235554730773624,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3845901446529556,5.268714427270919
4358,Florida,0,2.3978952727983707,2.70805020110221,4.713127327493184,4.547541073151455,0,0.6272210304437784,3.979681653901961,3.8815637979434374,3.077312260546414,3.0726933146901194,3.459466289786131,3.484312288372662,3.5496173867804286,3.5779478934066544,3.9684033388642534,3.899950424193877,3.6027767550605247,3.4531571205928664,3.5496173867804286,3.591817741270805,4.255612709818223,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.378145463513219,5.268714427270919
4360,Oklahoma St.,0,2.6390573296152584,3.044522437723423,4.701389043728634,4.535820107853298,0,0.6269539578251465,3.9740583963475986,3.8753590210565547,3.109060958860994,3.0106208860477417,3.493472657771326,3.4404180948154366,3.6216707044204863,3.449987545831587,3.9871304779149512,3.8691155044168695,3.5496173867804286,3.487375077903208,3.493472657771326,3.648057459593681,4.300002799195291,1.791759469228055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.123350690703213,4.728555960173844
4364,Georgia Tech,0,2.1972245773362196,2.8903717578961645,4.73356340075649,4.570578741218473,0,0.6255105318441341,4.005513348515485,3.9740583963475986,2.8273136219290276,3.169685580677429,3.250374491927572,3.4307561839036995,3.4011973816621555,3.3978584803966405,4.021773869387265,3.9454577815143836,3.580737295494233,3.629660094453965,3.6375861597263857,3.572345637857985,4.242764567340374,1.0986122886681098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6871935569752907,2.413897921625164
4366,North Carolina,0,2.302585092994046,2.9444389791664403,4.690430029938915,4.531523645819793,0,0.6225101009605046,3.901972669574645,3.906004933102583,3.0726933146901194,3.0106208860477417,3.744787086052232,3.3068867021909143,3.580737295494233,3.3357695763397,3.910021002757473,3.86702563949741,3.487375077903208,3.5667118201397288,3.374168709274236,3.6686767467964168,4.301358731606427,2.1972245773362196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3677944934704722,5.059296557734522
4368,Missouri,0,2.1972245773362196,2.833213344056216,4.715816706075155,4.557029810660157,0,0.6224564399371761,3.949318790171843,3.901972669574645,2.990719731730447,2.9652730660692823,3.3877743613300146,3.407841924380824,3.6506582412937387,3.6216707044204863,3.9815490680767565,3.8979240810486444,3.4965075614664802,3.517497837358316,3.6506582412937387,3.5263605246161616,4.255612709818223,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.1152922204394193,3.936897942462782
4372,Oklahoma,0,2.302585092994046,2.772588722239781,4.719391330078114,4.5612182984589085,0,0.6219733611054205,3.9473901492654373,3.910021002757473,2.8213788864092133,2.9806186357439426,3.342861804649192,3.349904087274605,3.40452517175483,3.169685580677429,3.9473901492654373,3.856510295497887,3.5496173867804286,3.594568774642695,3.6888794541139363,3.66612246699132,4.241326752570746,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3666151554692454,5.059296557734522
4374,Utah St.,0,1.9459101490553132,2.995732273553991,4.657762636107262,4.499809670330265,0,0.6211677107677809,3.927896354584436,3.8416005411316,3.0301337002713233,3.0301337002713233,3.591817741270805,3.104586678466073,3.414442608412176,3.299533727885655,3.92395157629342,3.7819143200811256,3.543853682063679,3.5263605246161616,3.5115454388310208,3.7184382563554808,4.2612704335380815,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.1129831277468851,3.4866029358368333
4376,Maryland,0,2.0794415416798357,2.772588722239781,4.7104306966455844,4.55597994179732,0,0.6190699771636295,3.9815490680767565,3.901972669574645,2.8791984572980396,2.884800712846709,3.086486636822455,3.250374491927572,3.5145260669691587,3.2809112157876537,3.9852734671677386,3.858622228701031,3.580737295494233,3.563882963939251,3.784189633918261,3.756538102587751,4.209160236650682,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.360235768914899,4.5690000625128535
4380,VCU,0,2.0794415416798357,2.995732273553991,4.65586330030361,4.506454213048934,0,0.6154558728440737,3.949318790171843,3.845883202923601,3.077312260546414,3.202746442938317,3.3843902633457743,3.4781584227982836,3.5553480614894135,3.594568774642695,3.9646154555473165,3.8480176754522337,3.5234150143864045,3.449987545831587,3.580737295494233,3.586292865338835,4.275276264727001,2.1972245773362196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3522947700789139,4.5690000625128535
4382,Clemson,0,2.3978952727983707,2.833213344056216,4.665324108807838,4.516338972281476,0,0.6143204000139743,3.9396381724611196,3.9080149840306073,3.0204248861443626,3.1179499062782403,3.3178157727231046,3.3141860046725258,3.202746442938317,3.4210000089583352,3.9160150266976834,3.879499813722586,3.572345637857985,3.5496173867804286,3.8044377947482086,3.7232808808312687,4.1956970564823886,1.791759469228055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.100714393865005,4.2964515612536704
4388,Rutgers,0,2.0794415416798357,2.772588722239781,4.678420647727684,4.531523645819793,0,0.6130211360806604,3.9357395320454622,3.885679030088544,2.856470206220483,2.990719731730447,3.3463891451671604,3.4111477125153233,3.3568971227655755,3.5322256440685598,3.9684033388642534,3.879499813722586,3.4688560301359703,3.4995332823830174,3.517497837358316,3.6000482404073204,4.244200317766478,1.3862943611198906,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8498277441959287,2.882718083509208
4392,Syracuse,0,1.9459101490553132,2.833213344056216,4.729156165769083,4.5880240271531205,0,0.6087324294175814,3.9454577815143836,3.901972669574645,2.833213344056216,3.0819099697950434,3.4436180975461075,3.5496173867804286,3.380994674344636,3.261935314328648,3.9473901492654373,3.9160150266976834,3.5496173867804286,3.487375077903208,3.6938669956249757,3.8044377947482086,4.264087336809195,2.1972245773362196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3375218549378955,4.27560160479232
4397,Virginia Tech,0,2.0794415416798357,2.772588722239781,4.69866052907543,4.5591262474866845,0,0.6067174525615576,3.979681653901961,3.899950424193877,2.9069010598473755,2.9231615807191558,3.380994674344636,3.2308043957334744,3.5322256440685598,3.462606009790799,3.9646154555473165,3.883623530906448,3.6027767550605247,3.5263605246161616,3.7376696182833684,3.696351468952637,4.225372824628505,2.1972245773362196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3330944982670763,4.5690000625128535
4405,Colgate,0,1.3862943611198906,2.70805020110221,4.730921391293652,4.59511985013459,0,0.6037693694087286,4.060443010546419,3.8416005411316,2.6878474937846906,2.8678989020441064,3.374168709274236,3.2733640101522705,3.4657359027997265,3.258096538021482,4.032469158504013,3.919991175077323,3.713572066704308,3.299533727885655,3.6082115510464816,3.6375861597263857,4.301358731606427,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.3266168975076496,3.046000041675236
4407,Georgetown,0,1.791759469228055,2.6390573296152584,4.6839813664123815,4.550714000192032,0,0.6010867147107318,3.92395157629342,3.8918202981106265,3.122364924487357,2.8449093838194073,3.5085558999826545,3.342861804649192,3.4436180975461075,3.292126286607793,3.8522730010223722,3.879499813722586,3.6270040503958487,3.5145260669691587,3.6838669122903918,3.7062280924485496,4.2710950739666,1.3862943611198906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8332831231475679,2.4839060486740205
4427,UC Santa Barbara,0,1.791759469228055,3.044522437723423,4.692264892839025,4.576770711466393,0,0.5833881165672059,3.9889840465642745,3.885679030088544,2.8622008809294686,3.0819099697950434,3.374168709274236,3.2386784521643803,3.597312260588446,3.367295829986474,3.996364153861897,3.8628327612373745,3.5779478934066544,3.5380565643793527,3.5496173867804286,3.462606009790799,4.213607983048918,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8087476563414709,2.4839060486740205
4429,Michigan St.,0,1.9459101490553132,2.772588722239781,4.667205576907544,4.554928969551344,0,0.5804822749024786,3.8897773964808264,3.8877303128591016,2.990719731730447,2.797281334830153,3.4468078929142076,3.299533727885655,3.4781584227982836,3.6402142821326553,3.8877303128591016,3.893859034800475,3.4965075614664802,3.481240089335692,3.55820113047182,3.5553480614894135,4.257030144499196,2.1972245773362196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2754499211237658,4.27560160479232
4431,Drake,0,1.9459101490553132,3.1780538303479458,4.729156165769083,4.617098756853365,0,0.5794744360713694,4.0163830207523885,3.899950424193877,2.785011242238338,2.9856819377004897,3.484312288372662,3.254242968705492,3.265759410767051,3.4242626545931514,4.014579593753238,3.9259259105971376,3.6270040503958487,3.459466289786131,3.475067230228611,3.6082115510464816,4.22829253473184,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0382788080064633,3.4866029358368333
4441,Wichita St.,0,1.9459101490553132,2.70805020110221,4.704110133842995,4.59511985013459,0,0.5759951957490871,3.883623530906448,3.8732821771117156,2.8273136219290276,2.9496883350525844,3.427514689979529,3.5380565643793527,3.6686767467964168,3.4242626545931514,3.822098297900159,3.883623530906448,3.56953269648137,3.459466289786131,3.7400477406883357,3.6686767467964168,4.239886867512759,2.1972245773362196,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.265590800527481,4.27560160479232
4452,Oregon St.,1,1.791759469228055,2.833213344056216,4.701389043728634,4.599152113662528,0,0.5691133996364978,3.906004933102583,3.9396381724611196,2.9014215940827497,2.970414465569701,3.427514689979529,3.414442608412176,3.5553480614894135,3.6686767467964168,3.8691155044168695,3.979681653901961,3.572345637857985,3.4781584227982836,3.597312260588446,3.655839600035736,4.206184043977636,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7889586967538477,2.4839060486740205
4454,Ohio,0,1.6094379124341003,2.772588722239781,4.725616339063959,4.624972813284271,0,0.567413875094182,4.039536325727106,3.9531649487593215,2.8903717578961645,3.044522437723423,3.391147045808654,3.3463891451671604,3.4210000089583352,3.4404180948154366,4.050044303325521,3.9627161197436642,3.6270040503958487,3.5467396869528134,3.681351187693145,3.713572066704308,4.26689632742025,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6233678559392603,1.7681482684484517
4460,North Texas,0,1.6094379124341003,2.833213344056216,4.651099117876491,4.553876891600541,0,0.5625258353515075,4.007333185232471,3.8437441646748516,3.0633909220278057,3.109060958860994,3.3638415951183864,3.32862668882732,3.339321977944068,3.487375077903208,3.9871304779149512,3.824284091120139,3.6454498961866,3.484312288372662,3.6428355156125294,3.5610460826040513,4.177459468932607,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61799779541046,1.7681482684484517
4470,Winthrop,0,1.791759469228055,3.1780538303479458,4.661550519424199,4.574710978503383,0,0.549623170473903,3.9889840465642745,3.912023005428146,3.0204248861443626,3.1570004211501135,3.6000482404073204,3.1441522786722644,3.6027767550605247,3.5496173867804286,3.9889840465642745,3.9160150266976834,3.591817741270805,3.5085558999826545,3.696351468952637,3.6216707044204863,4.3267781604434035,1.3862943611198906,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761939501968808,2.4839060486740205
4474,Abilene Christian,0,1.3862943611198906,2.995732273553991,4.623991940228679,4.539030383483547,0,0.5476588738113397,3.9871304779149512,3.8372994592322094,3.0155349008501706,3.3214324131932926,3.4531571205928664,3.3638415951183864,3.5553480614894135,3.7727609380946383,3.9473901492654373,3.856510295497887,3.655839600035736,3.40452517175483,3.624340932976365,3.5553480614894135,4.273884476054178,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.75921640858193,1.9218120556728056
4478,Grand Canyon,0,1.0986122886681098,2.70805020110221,4.650143551630823,4.56954300834494,0,0.5409279675824342,3.9852734671677386,3.822098297900159,3.0633909220278057,2.8622008809294686,3.5263605246161616,3.169685580677429,3.56953269648137,3.414442608412176,4.032469158504013,3.824284091120139,3.502549875922443,3.4242626545931514,3.616308761279101,3.696351468952637,4.207673247529104,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9692128080861129,1.968448971231391
4484,Eastern Washington,0,1.3862943611198906,2.772588722239781,4.690430029938915,4.612145799724517,0,0.5392964557416849,4.009149716158869,3.8815637979434374,2.8622008809294686,2.8622008809294686,3.214867803470662,3.2809112157876537,3.4468078929142076,3.3568971227655755,4.01096295328305,3.883623530906448,3.6082115510464816,3.484312288372662,3.703768066607687,3.594568774642695,4.3054155323020415,1.3862943611198906,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7476236355666405,1.9218120556728056
4486,Liberty,0,1.6094379124341003,2.995732273553991,4.701389043728634,4.623010104116422,0,0.5385380623325264,4.067315889834181,3.8918202981106265,2.8094026953624978,2.9069010598473755,3.1822118404966093,3.152736022363656,3.2771447329921766,3.4210000089583352,4.056988775678332,3.8877303128591016,3.6838669122903918,3.502549875922443,3.8815637979434374,3.6136169696133895,4.180522258463153,1.3862943611198906,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7465722790600136,2.2311547025799614
