,Elite 8,Rk,Seed,Win,AdjOE,AdjDE,AdjOD,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,Conf_A10,Conf_ACC,Conf_AE,Conf_ASun,Conf_Amer,Conf_B10,Conf_B12,Conf_BE,Conf_BSky,Conf_BSth,Conf_BW,Conf_CAA,Conf_CUSA,Conf_Horz,Conf_Ind,Conf_Ivy,Conf_MAAC,Conf_MAC,Conf_MEAC,Conf_MVC,Conf_MWC,Conf_NEC,Conf_OVC,Conf_P12,Conf_Pat,Conf_SB,Conf_SC,Conf_SEC,Conf_SWAC,Conf_Slnd,Conf_Sum,Conf_WAC,Conf_WCC
3055,0,5.598421958998375,4.624972813284271,2.5649493574615367,4.692264892839025,4.618086411254637,0,0.5322152264444613,3.955082494888593,3.9721769282478934,3.039749158970765,3.0349529867072724,3.3775875160230218,3.3877743613300146,3.5234150143864045,3.5467396869528134,3.9357395320454622,3.9871304779149512,3.580737295494233,3.5496173867804286,3.8732821771117156,3.6454498961866,4.238444906195857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3057,0,5.594711379601839,4.48863636973214,3.1780538303479458,4.700480365792417,4.626931677769604,0,0.531627751395254,4.05871738457895,3.8877303128591016,2.833213344056216,2.91235066461494,3.186352633162641,3.169685580677429,3.2733640101522705,3.449987545831587,4.039536325727106,3.8877303128591016,3.6838669122903918,3.490428515390098,3.8732821771117156,3.6027767550605247,4.165113633110308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3059,0,5.5909869805108565,4.624972813284271,2.5649493574615367,4.674696248636701,4.602165676967792,0,0.5305694258025869,3.933784497209659,3.9180050771056933,3.1179499062782403,3.0204248861443626,3.374168709274236,3.481240089335692,3.456316680883235,3.543853682063679,3.8897773964808264,3.919991175077323,3.597312260588446,3.517497837358316,3.7184382563554808,3.673765816303888,4.216562194946349,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3061,0,5.58724865840025,4.624972813284271,2.5649493574615367,4.689511334421843,4.617098756853365,0,0.5294510878891555,3.9080149840306073,3.9318256327243257,2.9601050959108397,2.917770732084279,3.56953269648137,3.299533727885655,3.634951112088381,3.5322256440685598,3.8877303128591016,3.9531649487593215,3.5524868292083815,3.502549875922443,3.5322256440685598,3.7256934272366524,4.241326752570746,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3063,0,5.583496308781699,4.624972813284271,2.6390573296152584,4.687671407499835,4.616110126026426,0,0.5286851880667567,3.9646154555473165,3.9473901492654373,3.1945831322991562,2.9069010598473755,3.5145260669691587,3.077312260546414,3.744787086052232,3.5779478934066544,3.9740583963475986,3.937690752176724,3.5496173867804286,3.56953269648137,3.580737295494233,3.6270040503958487,4.207673247529104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3065,0,5.579729825986222,4.465908118654584,2.8903717578961645,4.657762636107262,4.585987366571318,0,0.5282725373697112,3.979681653901961,3.8394523125933104,3.044522437723423,2.8449093838194073,3.543853682063679,3.186352633162641,3.5380565643793527,3.4372078191851885,4.028916756899646,3.8372994592322094,3.490428515390098,3.449987545831587,3.616308761279101,3.6988297849671046,4.188138441508461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3068,0,5.575949103146316,4.624972813284271,2.833213344056216,4.695924549256556,4.624972813284271,0,0.5276827408324135,4.055257173514054,3.960813169597578,2.9338568698359038,3.068052935133617,3.3068867021909143,3.3463891451671604,3.288401887516811,3.391147045808654,4.123903364463645,3.960813169597578,3.5779478934066544,3.563882963939251,3.8979240810486444,3.6712245188752153,4.232656178019613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3070,0,5.572154032177765,4.477336814478207,3.2188758248682006,4.620058798481842,4.550714000192032,0,0.5266202296646316,3.955082494888593,3.8501476017100584,3.005682604407159,3.3141860046725258,3.4531571205928664,3.3638415951183864,3.517497837358316,3.7400477406883357,3.9180050771056933,3.86702563949741,3.6216707044204863,3.4242626545931514,3.6109179126442243,3.56953269648137,4.252771798816619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3072,0,5.568344503761097,4.624972813284271,2.5649493574615367,4.667205576907544,4.598145571051127,0,0.5246101787366073,3.9569963710708773,3.927896354584436,2.884800712846709,3.039749158970765,3.250374491927572,3.246490991901174,3.109060958860994,3.711130063048756,3.960813169597578,3.933784497209659,3.5553480614894135,3.5145260669691587,3.937690752176724,3.367295829986474,4.238444906195857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3074,0,5.564520407322694,4.624972813284271,2.833213344056216,4.689511334421843,4.622027303054514,0,0.5227146681584041,3.9569963710708773,3.899950424193877,2.9601050959108397,2.9338568698359038,3.2308043957334744,3.2308043957334744,3.686376323895818,3.7471483622379123,3.9318256327243257,3.8691155044168695,3.597312260588446,3.543853682063679,3.696351468952637,3.7954891891721947,4.264087336809195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3076,0,5.560681631015528,4.624972813284271,2.8903717578961645,4.672828834461906,4.60816569496789,0,0.5183174895242862,4.01096295328305,3.8815637979434374,2.954910279033736,2.7212954278522306,3.2108436531709366,3.1441522786722644,3.4531571205928664,3.367295829986474,4.028916756899646,3.858622228701031,3.58351893845611,3.5263605246161616,3.6788291182604347,3.5524868292083815,4.2456340097683265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3078,0,5.556828061699537,4.624972813284271,2.5649493574615367,4.669083511731744,4.607168188650764,0,0.5137812515916232,3.9318256327243257,3.949318790171843,2.8507065015037334,3.039749158970765,3.2308043957334744,3.2809112157876537,3.5610460826040513,3.5380565643793527,3.949318790171843,3.9512437185814275,3.5145260669691587,3.5496173867804286,3.8066624897703196,3.4404180948154366,4.282206299391671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3080,0,5.552959584921617,4.624972813284271,2.772588722239781,4.694096395182493,4.634728988229636,0,0.5113254988076417,4.021773869387265,3.929862923556477,2.8507065015037334,3.0349529867072724,3.2108436531709366,3.374168709274236,3.2268439945173775,3.349904087274605,4.034240638152395,3.885679030088544,3.6109179126442243,3.6082115510464816,3.7376696182833684,3.6136169696133895,4.300002799195291,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3082,0,5.54907608489522,4.624972813284271,3.295836866004329,4.6913478822291435,4.632785353021065,0,0.509885181688934,4.048300623720694,3.9180050771056933,2.8678989020441064,3.0633909220278057,3.3105430133940246,3.339321977944068,3.3638415951183864,3.242592351485517,4.100989104940769,3.8958936234982624,3.5751506887855933,3.5553480614894135,3.7773481021015445,3.624340932976365,4.273884476054178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3084,0,5.545177444479562,4.624972813284271,2.70805020110221,4.6434288981051814,4.590056548178043,0,0.5018656023944796,3.979681653901961,3.845883202923601,2.9231615807191558,2.856470206220483,3.299533727885655,3.2108436531709366,3.1354942159291497,3.3877743613300146,3.937690752176724,3.822098297900159,3.634951112088381,3.493472657771326,3.7727609380946383,3.580737295494233,4.212127597878484,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3086,0,5.541263545158426,4.624972813284271,2.9444389791664403,4.611152257665639,4.558078578454241,0,0.5007752879124892,3.877431560658527,3.8416005411316,2.990719731730447,2.954910279033736,3.4688560301359703,3.246490991901174,3.40452517175483,3.370738174177447,3.8649313978942956,3.7887247890836524,3.5234150143864045,3.5234150143864045,3.2386784521643803,3.703768066607687,4.22683374526818,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3088,0,5.537334267018537,4.624972813284271,2.5649493574615367,4.635699391022914,4.590056548178043,0,0.4889480452466734,3.883623530906448,3.877431560658527,3.0204248861443626,3.0252910757955354,3.4657359027997265,3.4372078191851885,3.484312288372662,3.597312260588446,3.9180050771056933,3.937690752176724,3.4307561839036995,3.380994674344636,3.6375861597263857,3.6913763343125234,4.244200317766478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090,0,5.53338948872752,4.624972813284271,2.5649493574615367,4.6434288981051814,4.599152113662528,0,0.4860615086193724,3.8897773964808264,3.9627161197436642,2.8622008809294686,2.954910279033736,3.349904087274605,3.202746442938317,3.32862668882732,3.5322256440685598,3.914021008090819,3.9473901492654373,3.427514689979529,3.586292865338835,3.3843902633457743,3.7400477406883357,4.210645017918261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3092,0,5.529429087511423,4.624972813284271,2.5649493574615367,4.648229675448539,4.604169685654508,0,0.4855078157817008,3.9160150266976834,3.8897773964808264,3.0301337002713233,2.917770732084279,3.4339872044851463,3.3214324131932926,3.686376323895818,3.5409593240373143,3.937690752176724,3.86702563949741,3.4719664525503626,3.5263605246161616,3.493472657771326,3.655839600035736,4.251348311031766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094,0,5.5254529391317835,4.624972813284271,2.5649493574615367,4.65586330030361,4.612145799724517,0,0.4848306634889048,3.919991175077323,3.9889840465642745,3.0106208860477417,2.9231615807191558,3.2308043957334744,3.261935314328648,3.5553480614894135,3.5553480614894135,3.9219733362813143,3.9531649487593215,3.5234150143864045,3.6609942506244004,3.7328963395307104,3.5085558999826545,4.186619838331271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3096,0,5.521460917862246,4.48863636973214,3.091042453358316,4.633757642840004,4.590056548178043,0,0.48452271534493824,3.8897773964808264,3.8958936234982624,2.8094026953624978,3.095577608523707,3.4995332823830174,3.2846635654062037,3.2068032436339315,3.624340932976365,3.929862923556477,3.910021002757473,3.4307561839036995,3.4781584227982836,3.6888794541139363,3.7471483622379123,4.232656178019613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3098,0,5.517452896464707,4.624972813284271,2.5649493574615367,4.60816569496789,4.566429357671661,0,0.4822409469102139,3.8522730010223722,3.8918202981106265,3.139832617527748,3.0492730404820207,3.490428515390098,3.484312288372662,3.2068032436339315,3.591817741270805,3.8437441646748516,3.914021008090819,3.481240089335692,3.462606009790799,3.3775875160230218,3.728100167267218,4.2626798770413155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3100,0,5.5134287461649825,4.624972813284271,2.5649493574615367,4.657762636107262,4.617098756853365,0,0.4790253112161929,3.929862923556477,3.9454577815143836,3.086486636822455,2.8903717578961645,3.3978584803966405,3.4111477125153233,3.5085558999826545,3.4111477125153233,3.9219733362813143,3.9512437185814275,3.5496173867804286,3.5409593240373143,3.6189933266497696,3.5751506887855933,4.215086179918229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,0,5.5093883366279774,4.624972813284271,2.5649493574615367,4.639571612705423,4.601162164590552,0,0.47741360742074834,3.899950424193877,3.92395157629342,3.068052935133617,2.975529566236472,3.40452517175483,3.269568939183719,3.5263605246161616,3.6584202466292277,3.919991175077323,3.9160150266976834,3.4688560301359703,3.543853682063679,3.6913763343125234,3.586292865338835,4.273884476054178,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,0,5.5053315359323625,4.624972813284271,2.772588722239781,4.68213122712422,4.6443908991413725,0,0.47604782623004677,3.960813169597578,3.903990833730882,2.8903717578961645,2.856470206220483,3.4339872044851463,3.3945083935113587,3.456316680883235,3.342861804649192,3.983413001514819,3.9180050771056933,3.5380565643793527,3.484312288372662,3.856510295497887,3.5467396869528134,4.237000862623624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3106,0,5.501258210544727,4.624972813284271,2.833213344056216,4.7059200890882344,4.670021158307708,0,0.47281218156777455,4.051784947803305,3.955082494888593,2.9069010598473755,2.791165107812717,3.2188758248682006,3.095577608523707,3.6635616461296463,3.3068867021909143,4.005513348515485,3.929862923556477,3.735285826928092,3.597312260588446,3.586292865338835,3.708682081410116,4.278054044290903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3108,0,5.497168225293202,4.624972813284271,2.5649493574615367,4.640537329825382,4.604169685654508,0,0.4725628516406584,3.8815637979434374,3.9889840465642745,2.9069010598473755,2.975529566236472,3.295836866004329,3.265759410767051,3.414442608412176,3.3843902633457743,3.86702563949741,3.996364153861897,3.505557396986398,3.58351893845611,3.708682081410116,3.653252276470785,4.180522258463153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3110,0,5.493061443340548,4.624972813284271,2.5649493574615367,4.639571612705423,4.607168188650764,0,0.4667483365250629,3.885679030088544,3.9908341858524357,3.152736022363656,3.1654750481410856,3.520460802488973,3.4372078191851885,3.5467396869528134,3.4210000089583352,3.9219733362813143,4.02535169073515,3.4339872044851463,3.55820113047182,3.7232808808312687,3.879499813722586,4.185098925490565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3112,0,5.488937726156687,4.465908118654584,2.9444389791664403,4.689511334421843,4.6568134191399295,0,0.46637204301168567,3.9889840465642745,3.933784497209659,2.803360380906535,2.9652730660692823,3.1654750481410856,3.5409593240373143,3.3638415951183864,3.484312288372662,3.929862923556477,3.919991175077323,3.655839600035736,3.5667118201397288,3.8607297110405954,3.4781584227982836,4.276666119016055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3114,0,5.484796933490655,4.624972813284271,2.772588722239781,4.628886712605407,4.596129441335942,0,0.46543068927559844,3.910021002757473,3.960813169597578,2.9601050959108397,3.122364924487357,3.265759410767051,3.3568971227655755,3.6189933266497696,3.3775875160230218,3.8897773964808264,3.9815490680767565,3.5496173867804286,3.529297384289471,3.5409593240373143,3.6635616461296463,4.215086179918229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3116,0,5.480638923341991,4.624972813284271,2.5649493574615367,4.6443908991413725,4.613138355637268,0,0.4627901747274338,3.8815637979434374,3.92395157629342,2.8390784635086144,2.990719731730447,3.246490991901174,3.2733640101522705,3.4307561839036995,3.730501128804756,3.8607297110405954,3.903990833730882,3.520460802488973,3.572345637857985,3.616308761279101,3.462606009790799,4.225372824628505,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119,0,5.476463551931511,4.624972813284271,2.5649493574615367,4.633757642840004,4.603168183317418,0,0.46203445959605866,3.8649313978942956,3.877431560658527,3.0204248861443626,2.833213344056216,3.292126286607793,3.370738174177447,3.686376323895818,3.487375077903208,3.8022081394209395,3.824284091120139,3.5610460826040513,3.563882963939251,3.681351187693145,3.6635616461296463,4.23410650459726,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3121,0,5.472270673671475,4.624972813284271,2.5649493574615367,4.646312129319266,4.616110126026426,0,0.4605213138562428,3.8649313978942956,3.9926809084456005,3.0349529867072724,3.1354942159291497,3.502549875922443,3.475067230228611,3.3638415951183864,3.6888794541139363,3.8753590210565547,3.970291913552122,3.449987545831587,3.632309102625542,3.5610460826040513,3.6428355156125294,4.321480134805848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3123,0,5.4680601411351315,4.624972813284271,2.5649493574615367,4.638604962074329,4.61015772749913,0,0.457614702432921,3.879499813722586,3.979681653901961,2.9652730660692823,2.9391619220655967,3.332204510175204,3.3068867021909143,3.520460802488973,3.0349529867072724,3.910021002757473,3.9259259105971376,3.417726683613366,3.6584202466292277,3.535145354171894,3.730501128804756,4.229749199228304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,0,5.4638318050256105,4.624972813284271,2.6390573296152584,4.628886712605407,4.602165676967792,0,0.4542552722775964,3.906004933102583,3.937690752176724,2.9231615807191558,3.0106208860477417,3.4436180975461075,3.173878458937465,3.4111477125153233,3.3877743613300146,3.901972669574645,3.899950424193877,3.517497837358316,3.6027767550605247,3.6216707044204863,3.629660094453965,4.23410650459726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3127,0,5.459585514144159,4.624972813284271,2.5649493574615367,4.629862798578463,4.604169685654508,0,0.4542552722775964,3.912023005428146,3.901972669574645,3.044522437723423,3.122364924487357,3.3141860046725258,3.4995332823830174,3.529297384289471,3.586292865338835,3.9627161197436642,3.8628327612373745,3.4339872044851463,3.55820113047182,3.703768066607687,3.756538102587751,4.200204952921578,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3129,0,5.455321115357702,4.624972813284271,2.772588722239781,4.6520537718869415,4.626931677769604,0,0.4520942087021677,3.9473901492654373,3.92395157629342,3.0106208860477417,2.9231615807191558,3.5610460826040513,3.3877743613300146,3.370738174177447,3.3638415951183864,3.9569963710708773,3.8815637979434374,3.5409593240373143,3.591817741270805,3.708682081410116,3.6913763343125234,4.255612709818223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,0,5.4510384535657,4.624972813284271,2.5649493574615367,4.627909672957581,4.605170185988092,0,0.4496733627724848,3.885679030088544,3.879499813722586,2.9338568698359038,2.884800712846709,3.1780538303479458,3.254242968705492,3.711130063048756,3.4372078191851885,3.912023005428146,3.8753590210565547,3.4307561839036995,3.493472657771326,3.4965075614664802,3.594568774642695,4.2710950739666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3133,0,5.44673737166631,4.624972813284271,2.9444389791664403,4.665324108807838,4.642465970731788,0,0.4489076659510011,4.012772908528289,3.9357395320454622,2.9444389791664403,2.8791984572980396,3.299533727885655,3.295836866004329,3.250374491927572,3.3357695763397,4.005513348515485,3.9721769282478934,3.6270040503958487,3.4781584227982836,3.6788291182604347,3.673765816303888,4.22829253473184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3135,0,5.442417710521793,4.477336814478207,3.1780538303479458,4.616110126026426,4.59511985013459,0,0.4457749715116631,3.9740583963475986,3.879499813722586,3.1822118404966093,2.928523523860541,3.481240089335692,3.265759410767051,3.616308761279101,3.1822118404966093,3.966511190712216,3.8877303128591016,3.591817741270805,3.4719664525503626,3.572345637857985,3.7376696182833684,4.192680462942962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3137,0,5.438079308923196,4.465908118654584,2.5649493574615367,4.623991940228679,4.605170185988092,0,0.44147554563119756,3.9454577815143836,3.8501476017100584,3.1570004211501135,3.0301337002713233,3.5145260669691587,3.32862668882732,3.56953269648137,3.8522730010223722,3.929862923556477,3.856510295497887,3.572345637857985,3.4404180948154366,3.655839600035736,3.6506582412937387,4.231203744939298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3139,0,5.43372200355424,4.624972813284271,2.6390573296152584,4.660604892876192,4.641502115235482,0,0.4410896190810933,3.9415818076696905,3.92395157629342,2.8735646395797834,3.0819099697950434,3.3638415951183864,3.374168709274236,3.7328963395307104,3.5380565643793527,3.949318790171843,3.937690752176724,3.535145354171894,3.5145260669691587,3.7471483622379123,3.845883202923601,4.28771595520264,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141,0,5.429345628954441,4.624972813284271,2.6390573296152584,4.637637376125593,4.619073091157083,0,0.4409609437930048,3.937690752176724,3.9396381724611196,3.0587070727153796,3.0349529867072724,3.449987545831587,3.3141860046725258,3.427514689979529,3.484312288372662,3.912023005428146,3.9180050771056933,3.580737295494233,3.5667118201397288,3.7376696182833684,3.8372994592322094,4.198704577546343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3143,0,5.424950017481403,4.454347296253507,2.5649493574615367,4.679349584162343,4.661550519424199,0,0.43922220490629776,3.9945242269398897,3.933784497209659,3.0155349008501706,2.8273136219290276,3.391147045808654,3.2228678461377385,3.342861804649192,3.3105430133940246,3.970291913552122,3.955082494888593,3.6402142821326553,3.4965075614664802,3.597312260588446,3.529297384289471,4.175924549214524,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3145,0,5.420534999272286,4.624972813284271,2.8903717578961645,4.671893818030999,4.6549122778829055,0,0.43728672043112043,4.050044303325521,3.929862923556477,2.9014215940827497,2.990719731730447,3.152736022363656,3.2386784521643803,3.632309102625542,3.502549875922443,4.065602093356446,3.8979240810486444,3.6270040503958487,3.5890591188317256,3.634951112088381,3.591817741270805,4.28496492183075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3147,0,5.41610040220442,4.624972813284271,2.5649493574615367,4.665324108807838,4.648229675448539,0,0.4371575548406541,3.9945242269398897,3.871201010907891,2.9496883350525844,2.995732273553991,3.3178157727231046,3.186352633162641,3.5263605246161616,3.5409593240373143,4.014579593753238,3.8732821771117156,3.5667118201397288,3.4719664525503626,3.730501128804756,3.713572066704308,4.206184043977636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3149,0,5.4116460518550396,4.624972813284271,3.044522437723423,4.686750172980514,4.670021158307708,0,0.4370283725642828,3.977810745966149,3.9646154555473165,2.833213344056216,2.8903717578961645,3.407841924380824,3.214867803470662,3.6988297849671046,3.4719664525503626,4.007333185232471,3.9396381724611196,3.5380565643793527,3.6054978451748854,3.751854253275325,3.655839600035736,4.2626798770413155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3151,0,5.407171771460119,4.624972813284271,2.5649493574615367,4.599152113662528,4.582924577040772,0,0.43631757159092915,3.8753590210565547,3.9889840465642745,3.1484533605716547,3.0301337002713233,3.4307561839036995,3.3638415951183864,3.3638415951183864,3.502549875922443,3.906004933102583,3.970291913552122,3.4339872044851463,3.6189933266497696,3.735285826928092,3.728100167267218,4.198704577546343,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3153,0,5.402677381872279,4.624972813284271,2.9444389791664403,4.6434288981051814,4.626931677769604,0,0.436058973192798,3.9396381724611196,3.9684033388642534,2.8273136219290276,2.9856819377004897,3.1612467120315646,3.261935314328648,3.370738174177447,3.1945831322991562,3.903990833730882,3.9740583963475986,3.594568774642695,3.563882963939251,3.720862499966987,3.6027767550605247,4.212127597878484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3155,0,5.3981627015177525,4.624972813284271,2.5649493574615367,4.663439094112067,4.647271362006727,0,0.43599431314298726,3.919991175077323,3.9219733362813143,2.9601050959108397,2.975529566236472,3.563882963939251,3.3141860046725258,3.4657359027997265,3.5553480614894135,3.9473901492654373,3.9415818076696905,3.493472657771326,3.490428515390098,3.906004933102583,3.6082115510464816,4.1713056033582285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3157,0,5.393627546352362,4.624972813284271,2.772588722239781,4.626931677769604,4.612145799724517,0,0.4345707332468182,3.903990833730882,3.9318256327243257,2.970414465569701,3.0204248861443626,3.3638415951183864,3.292126286607793,3.475067230228611,3.414442608412176,3.9435216724875173,3.883623530906448,3.414442608412176,3.597312260588446,3.4404180948154366,3.765840495250065,4.222444564849416,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3159,0,5.389071729816501,4.624972813284271,2.5649493574615367,4.638604962074329,4.623991940228679,0,0.4344412163446815,3.910021002757473,3.955082494888593,3.005682604407159,2.9014215940827497,3.1945831322991562,3.5667118201397288,3.3032169733019514,3.5751506887855933,3.8979240810486444,3.9435216724875173,3.5322256440685598,3.580737295494233,3.6938669956249757,3.529297384289471,4.273884476054178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3161,0,5.384495062789089,4.624972813284271,2.772588722239781,4.663439094112067,4.6491870714048655,0,0.4331451238814737,4.023564380161053,3.970291913552122,2.990719731730447,2.975529566236472,3.2771447329921766,3.367295829986474,3.2308043957334744,3.2733640101522705,4.053522567701846,3.9740583963475986,3.6000482404073204,3.56953269648137,3.9646154555473165,3.756538102587751,4.198704577546343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3163,0,5.37989735354046,4.624972813284271,2.5649493574615367,4.648229675448539,4.633757642840004,0,0.4324964471591949,3.9569963710708773,3.910021002757473,3.0301337002713233,2.9014215940827497,3.3603753871419,3.449987545831587,3.391147045808654,3.6027767550605247,3.9589065913269965,3.9396381724611196,3.5610460826040513,3.4657359027997265,3.742420221041966,3.6609942506244004,4.2710950739666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
