,Elite 8,Rk,Seed,Win,AdjOE,AdjDE,AdjOD,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,Conf_A10,Conf_ACC,Conf_AE,Conf_ASun,Conf_Amer,Conf_B10,Conf_B12,Conf_BE,Conf_BSky,Conf_BSth,Conf_BW,Conf_CAA,Conf_CUSA,Conf_Horz,Conf_Ind,Conf_Ivy,Conf_MAAC,Conf_MAC,Conf_MEAC,Conf_MVC,Conf_MWC,Conf_NEC,Conf_OVC,Conf_P12,Conf_Pat,Conf_SB,Conf_SC,Conf_SEC,Conf_SWAC,Conf_Slnd,Conf_Sum,Conf_WAC,Conf_WCC
1059,0,5.272999558563747,4.624972813284271,2.6390573296152584,4.659658371272161,4.663439094112067,0,0.3969623956164152,3.970291913552122,3.9852734671677386,2.9496883350525844,2.7536607123542622,3.044522437723423,3.3843902633457743,3.339321977944068,3.3638415951183864,3.9435216724875173,3.9815490680767565,3.6270040503958487,3.594568774642695,3.5322256440685598,3.6375861597263857,4.229749199228304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1061,0,5.267858159063328,4.624972813284271,2.772588722239781,4.589040804058207,4.59511985013459,0,0.3942019158294537,3.845883202923601,3.822098297900159,3.0819099697950434,2.8903717578961645,3.456316680883235,3.4688560301359703,3.648057459593681,3.339321977944068,3.817712325956905,3.775057150354989,3.4965075614664802,3.5115454388310208,3.6428355156125294,3.5553480614894135,4.21803603456465,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,0,5.262690188904886,4.624972813284271,2.772588722239781,4.638604962074329,4.6443908991413725,0,0.3941344917657797,3.937690752176724,3.9740583963475986,2.995732273553991,3.1135153092103742,3.4339872044851463,3.4339872044851463,3.462606009790799,3.7909846770510898,3.910021002757473,3.9531649487593215,3.5890591188317256,3.6136169696133895,3.5890591188317256,3.580737295494233,4.222444564849416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1065,0,5.2574953720277815,4.624972813284271,2.8903717578961645,4.674696248636701,4.681204872264089,0,0.3931225849097779,3.929862923556477,3.937690752176724,3.0301337002713233,2.9014215940827497,3.597312260588446,3.4111477125153233,3.713572066704308,3.597312260588446,3.9357395320454622,3.9318256327243257,3.517497837358316,3.5524868292083815,3.3877743613300146,3.520460802488973,4.244200317766478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,0,5.25227342804663,4.624972813284271,3.1780538303479458,4.68213122712422,4.689511334421843,0,0.39035147029811623,4.005513348515485,3.9318256327243257,3.0155349008501706,2.91235066461494,3.3877743613300146,3.3032169733019514,3.7495040759303713,3.6027767550605247,3.949318790171843,3.9259259105971376,3.686376323895818,3.5524868292083815,3.7376696182833684,3.487375077903208,4.297285406218791,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,0,5.247024072160486,4.624972813284271,3.091042453358316,4.6568134191399295,4.664382045619937,0,0.3902160973454254,4.001863709427935,3.906004933102583,3.039749158970765,2.9014215940827497,3.3603753871419,3.380994674344636,3.586292865338835,3.6082115510464816,3.9646154555473165,3.8543938925915096,3.653252276470785,3.6000482404073204,3.744787086052232,3.591817741270805,4.273884476054178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,0,5.241747015059643,4.624972813284271,2.995732273553991,4.638604962074329,4.646312129319266,0,0.3900807060644171,3.9721769282478934,3.912023005428146,3.0633909220278057,3.0633909220278057,3.459466289786131,3.3877743613300146,3.822098297900159,3.7328963395307104,3.937690752176724,3.86702563949741,3.653252276470785,3.597312260588446,3.4111477125153233,3.5751506887855933,4.276666119016055,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,0,5.236441962829949,4.624972813284271,2.772588722239781,4.674696248636701,4.6839813664123815,0,0.3862822886913904,3.9982007016691985,3.9721769282478934,2.970414465569701,2.8903717578961645,3.2846635654062037,3.332204510175204,3.6584202466292277,3.4657359027997265,3.977810745966149,3.9454577815143836,3.629660094453965,3.6216707044204863,3.7909846770510898,3.6216707044204863,4.209160236650682,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,0,5.231108616854587,4.624972813284271,2.5649493574615367,4.638604962074329,4.6491870714048655,0,0.38539844595785017,3.8628327612373745,3.955082494888593,2.8903717578961645,2.9444389791664403,3.427514689979529,3.3178157727231046,3.716008121502189,3.5115454388310208,3.8437441646748516,3.937690752176724,3.5085558999826545,3.580737295494233,3.4242626545931514,3.824284091120139,4.242764567340374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,0,5.225746673713202,4.624972813284271,2.8903717578961645,4.6434288981051814,4.653960350157523,0,0.3844457408840889,3.885679030088544,3.9740583963475986,2.9231615807191558,3.0587070727153796,3.417726683613366,3.4781584227982836,3.594568774642695,3.543853682063679,3.8897773964808264,3.8958936234982624,3.484312288372662,3.6988297849671046,3.4372078191851885,3.629660094453965,4.1956970564823886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,0,5.220355825078324,4.624972813284271,2.9444389791664403,4.687671407499835,4.69866052907543,0,0.3842414716565378,3.975936331171799,4.007333185232471,2.9601050959108397,3.0106208860477417,3.3978584803966405,3.475067230228611,3.728100167267218,3.5467396869528134,3.912023005428146,3.9889840465642745,3.673765816303888,3.6375861597263857,3.673765816303888,3.6888794541139363,4.3134800921387715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1082,0,5.214935757608986,4.624972813284271,2.70805020110221,4.581901559048737,4.593097604753822,0,0.3839009301923238,3.8649313978942956,3.9415818076696905,2.9069010598473755,3.086486636822455,2.928523523860541,3.3775875160230218,3.5610460826040513,3.295836866004329,3.835141961092188,3.883623530906448,3.505557396986398,3.632309102625542,3.8308129500026027,3.6838669122903918,4.165113633110308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,0,5.209486152841421,4.624972813284271,3.1354942159291497,4.705015520957808,4.716711560720999,0,0.38158216764483227,4.01096295328305,3.955082494888593,2.89591193827178,2.740840023925201,3.342861804649192,3.3603753871419,3.5779478934066544,3.634951112088381,4.001863709427935,3.8958936234982624,3.632309102625542,3.655839600035736,3.632309102625542,3.6109179126442243,4.212127597878484,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,0,5.204006687076795,4.624972813284271,2.5649493574615367,4.700480365792417,4.713127327493184,0,0.3810357941849897,3.9357395320454622,4.018183201256536,3.0349529867072724,2.884800712846709,3.4719664525503626,3.475067230228611,3.481240089335692,3.634951112088381,3.9357395320454622,3.9871304779149512,3.543853682063679,3.6686767467964168,3.459466289786131,3.6686767467964168,4.290459441148391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1088,0,5.198497031265826,4.454347296253507,2.9444389791664403,4.700480365792417,4.71492104994721,0,0.37775126954064864,3.9926809084456005,4.00369019395397,2.9652730660692823,2.8449093838194073,3.3357695763397,3.3978584803966405,3.711130063048756,3.3357695763397,3.983413001514819,3.977810745966149,3.6054978451748854,3.634951112088381,3.8416005411316,3.8501476017100584,4.220977213155467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1090,0,5.19295685089021,4.454347296253507,3.044522437723423,4.6210435351443815,4.635699391022914,0,0.37733994438231616,3.9357395320454622,3.937690752176724,3.2068032436339315,3.152736022363656,3.6136169696133895,3.5145260669691587,3.7796338173824005,3.5751506887855933,3.9627161197436642,3.966511190712216,3.456316680883235,3.493472657771326,3.250374491927572,3.629660094453965,4.209160236650682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1092,0,5.187385805840755,4.624972813284271,3.044522437723423,4.628886712605407,4.6434288981051814,0,0.37665402625404476,3.9357395320454622,3.929862923556477,2.9601050959108397,2.747270914255491,3.339321977944068,3.122364924487357,3.55820113047182,3.4111477125153233,3.9219733362813143,3.933784497209659,3.5610460826040513,3.5234150143864045,3.7471483622379123,3.6082115510464816,4.197201947661808,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,0,5.181783550292085,4.624972813284271,3.044522437723423,4.6913478822291435,4.707726774313183,0,0.3737680213649099,4.04305126783455,3.9435216724875173,2.884800712846709,2.8622008809294686,3.109060958860994,3.4436180975461075,3.7819143200811256,3.417726683613366,3.9889840465642745,3.927896354584436,3.720862499966987,3.5890591188317256,3.7328963395307104,3.295836866004329,4.213607983048918,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,0,5.176149732573829,4.624972813284271,2.6390573296152584,4.589040804058207,4.6061696863211745,0,0.3723908003787351,3.899950424193877,3.9889840465642745,3.0301337002713233,3.2809112157876537,3.1945831322991562,3.4657359027997265,3.3214324131932926,3.7954891891721947,3.879499813722586,3.975936331171799,3.5322256440685598,3.6136169696133895,3.8133070324889884,3.686376323895818,4.180522258463153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,0,5.170483995038151,4.624972813284271,2.995732273553991,4.6491870714048655,4.667205576907544,0,0.371149677693044,3.9740583963475986,3.9396381724611196,2.884800712846709,2.9014215940827497,3.258096538021482,3.367295829986474,3.7062280924485496,3.475067230228611,3.9473901492654373,3.8649313978942956,3.6189933266497696,3.6584202466292277,3.6609942506244004,3.6454498961866,4.216562194946349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1100,0,5.1647859739235145,4.624972813284271,2.9444389791664403,4.632785353021065,4.651099117876491,0,0.3705285382272681,3.955082494888593,3.9415818076696905,3.054001181677967,3.077312260546414,3.370738174177447,3.3843902633457743,3.5380565643793527,3.6428355156125294,3.9318256327243257,3.8815637979434374,3.591817741270805,3.624340932976365,3.751854253275325,3.751854253275325,4.259859000699674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1102,0,5.159055299214529,4.624972813284271,2.8903717578961645,4.653007515402251,4.671893818030999,0,0.3693542210958059,3.9569963710708773,3.927896354584436,3.044522437723423,2.9069010598473755,3.4339872044851463,3.370738174177447,3.655839600035736,3.414442608412176,3.9569963710708773,3.9080149840306073,3.55820113047182,3.5610460826040513,3.502549875922443,3.6584202466292277,4.212127597878484,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,0,5.153291594497779,4.624972813284271,2.9444389791664403,4.665324108807838,4.684905154006945,0,0.36748629015038237,3.960813169597578,3.9569963710708773,2.8903717578961645,2.9806186357439426,3.265759410767051,3.5263605246161616,3.711130063048756,3.5751506887855933,3.9160150266976834,3.9589065913269965,3.6189933266497696,3.55820113047182,3.7999735016195233,3.735285826928092,4.239886867512759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1106,0,5.147494476813453,4.624972813284271,2.9444389791664403,4.630837932736669,4.650143551630823,0,0.3672092626536318,3.8979240810486444,3.9473901492654373,2.9444389791664403,2.975529566236472,3.4468078929142076,3.3877743613300146,3.655839600035736,3.529297384289471,3.906004933102583,3.906004933102583,3.484312288372662,3.6189933266497696,3.417726683613366,3.653252276470785,4.318820558770089,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,0,5.14166355650266,4.624972813284271,2.833213344056216,4.671893818030999,4.6913478822291435,0,0.3661003845858876,3.955082494888593,3.970291913552122,2.8094026953624978,2.954910279033736,3.367295829986474,3.3250360206965914,3.5263605246161616,3.8155121050473024,3.929862923556477,3.9721769282478934,3.6027767550605247,3.56953269648137,3.597312260588446,3.5467396869528134,4.216562194946349,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,0,5.135798437050262,4.624972813284271,2.772588722239781,4.712229258281499,4.73356340075649,0,0.3642958310700935,3.9646154555473165,3.9908341858524357,2.785011242238338,2.797281334830153,3.4688560301359703,3.4210000089583352,3.655839600035736,3.4111477125153233,3.92395157629342,3.970291913552122,3.6216707044204863,3.634951112088381,3.751854253275325,3.563882963939251,4.229749199228304,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,0,5.1298987149230735,4.624972813284271,2.5649493574615367,4.60816569496789,4.628886712605407,0,0.3637399280608502,3.8877303128591016,3.8897773964808264,2.9338568698359038,2.9338568698359038,3.152736022363656,3.4111477125153233,3.459466289786131,3.7796338173824005,3.845883202923601,3.8110970868381857,3.5524868292083815,3.6454498961866,3.703768066607687,3.462606009790799,4.258445572902527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,0,5.123963979403259,4.624972813284271,3.091042453358316,4.695010889987881,4.71760561531788,0,0.3622792106585641,4.007333185232471,3.977810745966149,2.8507065015037334,2.928523523860541,3.2347491740244907,3.342861804649192,3.58351893845611,3.586292865338835,3.960813169597578,3.9740583963475986,3.676300671907076,3.5890591188317256,3.711130063048756,3.6584202466292277,4.2710950739666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,0,5.117993812416755,4.624972813284271,2.9444389791664403,4.690430029938915,4.712229258281499,0,0.36213998336979064,3.9908341858524357,4.0163830207523885,2.954910279033736,3.0819099697950434,3.4404180948154366,3.502549875922443,3.462606009790799,3.5496173867804286,3.9589065913269965,4.04305126783455,3.6402142821326553,3.563882963939251,3.720862499966987,3.5496173867804286,4.254193263163997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,0,5.111987788356544,4.624972813284271,2.772588722239781,4.620058798481842,4.641502115235482,0,0.36158288029131513,3.966511190712216,3.9219733362813143,2.995732273553991,2.917770732084279,3.1441522786722644,3.258096538021482,3.6189933266497696,3.6913763343125234,3.9684033388642534,3.901972669574645,3.563882963939251,3.5553480614894135,3.4372078191851885,3.728100167267218,4.207673247529104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,0,5.10594547390058,4.454347296253507,3.044522437723423,4.613138355637268,4.639571612705423,0,0.3541718137206139,3.9512437185814275,3.929862923556477,3.005682604407159,3.122364924487357,3.1822118404966093,3.5779478934066544,3.5085558999826545,3.5145260669691587,3.919991175077323,3.9219733362813143,3.6054978451748854,3.55820113047182,3.634951112088381,3.3463891451671604,4.21803603456465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1123,0,5.099866427824199,4.624972813284271,2.70805020110221,4.672828834461906,4.701389043728634,0,0.34938846188775935,3.9512437185814275,4.027135812528651,2.970414465569701,3.0155349008501706,3.5890591188317256,3.370738174177447,3.3945083935113587,3.763522997109702,3.8918202981106265,3.966511190712216,3.681351187693145,3.7184382563554808,3.449987545831587,3.686376323895818,4.239886867512759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1125,0,5.093750200806762,4.624972813284271,2.772588722239781,4.612145799724517,4.641502115235482,0,0.3470588572197696,3.858622228701031,3.9473901492654373,3.0204248861443626,3.068052935133617,3.5409593240373143,3.370738174177447,3.720862499966987,3.708682081410116,3.8628327612373745,3.927896354584436,3.4531571205928664,3.580737295494233,3.3032169733019514,3.7471483622379123,4.216562194946349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,0,5.087596335232384,4.624972813284271,2.5649493574615367,4.6549122778829055,4.686750172980514,0,0.342241277941129,3.858622228701031,4.001863709427935,2.9856819377004897,3.0301337002713233,3.4111477125153233,3.5115454388310208,3.563882963939251,3.7328963395307104,3.832979798087693,3.9684033388642534,3.5085558999826545,3.66612246699132,3.632309102625542,3.56953269648137,4.272490747605575,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,0,5.081404364984463,4.454347296253507,3.1780538303479458,4.598145571051127,4.630837932736669,0,0.340891030782924,3.899950424193877,3.906004933102583,3.0587070727153796,3.0252910757955354,3.40452517175483,3.3775875160230218,3.7328963395307104,3.529297384289471,3.8691155044168695,3.901972669574645,3.56953269648137,3.5145260669691587,3.4781584227982836,3.624340932976365,4.248495242049359,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,0,5.075173815233827,4.624972813284271,2.772588722239781,4.664382045619937,4.697749367281185,0,0.3396813675621614,3.906004933102583,3.9908341858524357,3.039749158970765,2.975529566236472,3.484312288372662,3.5263605246161616,3.616308761279101,3.655839600035736,3.871201010907891,3.9569963710708773,3.586292865338835,3.6609942506244004,3.459466289786131,3.5380565643793527,4.259859000699674,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,0,5.0689042022202315,4.624972813284271,2.995732273553991,4.636668853047462,4.672828834461906,0,0.333109445916024,3.929862923556477,3.912023005428146,2.9806186357439426,2.928523523860541,3.4436180975461075,3.292126286607793,3.711130063048756,3.784189633918261,3.871201010907891,3.8628327612373745,3.6216707044204863,3.5751506887855933,3.655839600035736,3.784189633918261,4.207673247529104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,0,5.062595033026967,4.624972813284271,2.70805020110221,4.672828834461906,4.709530201312334,0,0.3322490457769052,3.9627161197436642,4.014579593753238,2.8791984572980396,2.995732273553991,3.4210000089583352,3.414442608412176,3.5322256440685598,3.7909846770510898,3.901972669574645,4.009149716158869,3.6584202466292277,3.6270040503958487,3.653252276470785,3.563882963939251,4.255612709818223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1137,0,5.056245805348308,4.624972813284271,2.833213344056216,4.674696248636701,4.712229258281499,0,0.3318185679398658,4.021773869387265,3.9589065913269965,3.0155349008501706,2.803360380906535,3.3945083935113587,3.246490991901174,3.572345637857985,3.6913763343125234,3.9721769282478934,3.9318256327243257,3.7184382563554808,3.6054978451748854,3.5263605246161616,3.6838669122903918,4.216562194946349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1139,0,5.049856007249537,4.624972813284271,2.70805020110221,4.6210435351443815,4.657762636107262,0,0.3311006928193021,3.8877303128591016,3.9259259105971376,2.917770732084279,3.091042453358316,3.417726683613366,3.5085558999826545,3.32862668882732,3.696351468952637,3.7954891891721947,3.883623530906448,3.6270040503958487,3.6082115510464816,3.6609942506244004,3.5380565643793527,4.244200317766478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1141,0,5.043425116919247,4.624972813284271,2.833213344056216,4.605170185988092,4.6443908991413725,0,0.32844006492394867,3.9569963710708773,3.9219733362813143,2.975529566236472,2.917770732084279,3.2308043957334744,3.374168709274236,3.339321977944068,3.4965075614664802,3.970291913552122,3.919991175077323,3.5409593240373143,3.529297384289471,3.763522997109702,3.5409593240373143,4.252771798816619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,0,5.0369526024136295,4.624972813284271,2.5649493574615367,4.653007515402251,4.693181063310805,0,0.3267825860736957,3.927896354584436,4.018183201256536,2.9391619220655967,2.917770732084279,3.3141860046725258,3.242592351485517,3.648057459593681,3.5145260669691587,3.871201010907891,4.014579593753238,3.616308761279101,3.6270040503958487,3.681351187693145,3.86702563949741,4.219507705176107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1145,0,5.030437921392435,4.624972813284271,2.833213344056216,4.675628649636653,4.716711560720999,0,0.32374877848817446,3.9473901492654373,3.9721769282478934,2.884800712846709,2.9391619220655967,3.490428515390098,3.4210000089583352,3.580737295494233,3.676300671907076,3.901972669574645,3.9512437185814275,3.6136169696133895,3.6082115510464816,3.711130063048756,3.6428355156125294,4.244200317766478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1147,0,5.0238805208462765,4.624972813284271,2.9444389791664403,4.623991940228679,4.666265285347902,0,0.3220110327753718,3.912023005428146,3.912023005428146,3.0252910757955354,2.9496883350525844,3.5263605246161616,3.3357695763397,3.6375861597263857,3.6082115510464816,3.906004933102583,3.8918202981106265,3.5322256440685598,3.5467396869528134,3.3141860046725258,3.624340932976365,4.291828366755733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
