Year,Team,Index,tournamentSeed,bartTorvik_Rk,bartTorvik_Conf,bartTorvik_G,bartTorvik_Wins_Overall,bartTorvik_AdjOE,bartTorvik_AdjDE,bartTorvik_Barthag,bartTorvik_EFG%,bartTorvik_EFGD%,bartTorvik_TOR,bartTorvik_TORD,bartTorvik_ORB,bartTorvik_DRB,bartTorvik_FTR,bartTorvik_FTRD,bartTorvik_2P%,bartTorvik_2P%D,bartTorvik_3P%,bartTorvik_3P%D,bartTorvik_3PR,bartTorvik_3PRD,bartTorvik_Adj T.,bartTorvik_WAB,kenpom_Rk,kenpom_NetRtg,kenpom_ORtg,kenpom_ORtg_Rank,kenpom_DRtg,kenpom_DRtg_Rank,kenpom_AdjT,kenpom_AdjT_Rank,kenpom_Luck,kenpom_Luck_Rank,kenpom_SOS_NetRtg,kenpom_SOS_NetRtg_Rank,kenpom_SOS_ORtg,kenpom_SOS_ORtg_Rank,kenpom_SOS_DRtg,kenpom_SOS_DRtg_Rank,kenpom_NCSOS_NetRtg,kenpom_NCSOS_NetRtg_Rank,BPI,BPI_Rank,BPI_Off,BPI_Def,masseyComposite_Rank,tournamentOutcome,elite8_flag
2016,Oklahoma,230,2.0,356.01253918495297,,32,25,117.617,92.815,0.93848,54.522,46.432,18.0168,17.6207,30.5146,29.8175,33.6255,27.319,48.1197,44.027,42.62,34.0134,40.758,35.0153,71.179,7.95,353.6,23.78,117.9,347.75,94.1,347.2643678160919,69.8,276.7603305785124,0.082,335.1274787535411,13.05,364.0,111.5,358.9584487534626,98.5,361.9607843137255,2.7,276.5586592178771,14.9,350.64220183486236,10.1,4.8,362.8868501529052,Final Four,1
2016,Purdue,248,5.0,354.87147335423197,,33,26,116.92,92.816,0.93409,54.129,44.25,17.8144,13.8348,35.828,23.03,35.0224,28.126,53.129,43.017,37.253,31.121,35.7163,33.092,68.9171,4.714,354.75555555555553,23.85,116.9,344.5,93.1,353.54022988505744,67.9,182.5013774104683,-0.046,70.11898016997166,7.43,308.2339832869081,109.1,318.6260387811634,101.7,297.7254901960784,-2.67,122.01117318435752,15.9,355.0948012232416,7.7,8.2,350.64220183486236,R64,0
2016,Miami FL,177,3.0,352.58934169278996,,32,25,118.811,95.433,0.925611,53.93,48.084,16.041,17.5213,30.5146,29.2139,40.09,28.832,53.424,46.992,36.678,33.6113,34.121,29.822,67.2263,6.98,347.82222222222225,22.44,119.4,353.1666666666667,96.9,321.11494252873564,65.9,80.22038567493114,0.077,331.0028328611898,11.67,358.93036211699166,111.6,359.96675900277006,99.9,353.80392156862746,2.63,273.50837988826817,13.5,343.9633027522936,6.7,6.8,347.302752293578,Sweet Sixteen,0
2016,Xavier,379,2.0,351.44827586206895,,32,27,117.118,94.524,0.921612,51.5106,47.98,17.5125,19.487,35.729,26.343,42.936,34.4115,50.012,48.4152,36.2105,31.532,34.7192,40.4316,72.637,7.76,348.9777777777778,22.52,117.1,345.5833333333333,94.6,342.0344827586207,71.9,332.9146005509642,0.047,294.91218130311614,8.16,319.38718662952647,108.2,300.4764542936288,100.0,348.7058823529412,1.73,247.07262569832403,14.1,347.302752293578,10.1,4.0,360.6605504587156,R32,0
2016,Vanderbilt,353,11.0,350.30721003134795,,32,19,114.63,92.814,0.918713,53.538,43.13,16.884,14.3343,27.425,29.4149,39.5103,34.2108,50.5104,42.712,38.822,29.23,38.1103,30.527,68.6187,-0.386,336.2666666666667,18.76,113.6,321.75,94.9,340.98850574712645,67.8,180.49586776859505,-0.106,8.24929178470255,8.6,324.4568245125348,109.2,320.6426592797784,100.6,333.4117647058823,3.68,298.92737430167597,13.6,346.1896024464832,6.0,7.6,323.92660550458714,R68,0
2016,Wichita St.,370,11.0,349.16614420062695,,31,23,111.552,90.33,0.918714,49.6189,44.57,14.81,23.25,31.91,23.64,37.8141,45.4326,49.8127,41.88,32.9249,32.77,38.591,37.1247,66.8283,0.2848,350.1333333333333,22.53,111.3,292.5,88.7,364.0,66.0,88.24242424242425,-0.079,21.65439093484419,3.61,275.7883008356546,104.8,209.7285318559557,101.2,313.0196078431373,6.45,340.6145251396648,14.4,348.41590214067276,3.3,11.1,327.26605504587155,R32,0
2016,Duke,76,4.0,348.02507836990594,,33,23,121.53,98.574,0.918315,53.733,49.4141,14.34,17.7199,34.047,34.5328,40.286,25.41,50.788,48.9179,38.723,33.9131,40.162,29.014,68.8178,4.217,345.5111111111111,21.87,121.9,360.75,100.0,275.09195402298855,67.7,170.46831955922866,-0.026,109.30311614730878,11.23,354.87465181058496,112.0,361.98337950138506,100.7,329.3333333333333,3.52,294.8603351955307,15.6,352.868501529052,12.1,3.5,346.1896024464832,Sweet Sixteen,0
2016,Texas A&M,313,3.0,346.88401253918494,,33,26,113.533,92.19,0.917316,51.698,46.845,17.1101,21.024,34.738,30.0188,37.615,32.273,50.788,45.452,35.3143,32.664,37.0127,39.5303,68.2214,5.412,344.35555555555555,21.26,113.8,325.0,92.5,355.632183908046,67.1,134.36914600550963,0.006,197.9830028328612,8.48,322.42896935933146,109.6,328.7091412742382,101.1,314.03921568627453,3.15,287.74301675977654,13.0,341.73700305810394,5.5,7.5,353.98165137614683,Sweet Sixteen,0
2016,Indiana,129,5.0,345.74294670846393,,32,25,120.17,98.062,0.911717,58.62,49.5149,19.8282,18.912,37.714,28.712,33.3264,29.337,56.17,48.7163,41.56,34.3152,40.954,31.446,69.315,3.324,352.44444444444446,23.05,121.7,358.58333333333337,98.7,303.33333333333337,68.2,205.56473829201104,0.0,186.64022662889516,6.4,299.10863509749305,108.8,313.584487534626,102.4,276.3137254901961,-3.12,102.6927374301676,15.8,353.98165137614683,11.5,4.3,340.6238532110092,Sweet Sixteen,0
2016,Iowa,132,7.0,344.601880877743,,31,21,116.022,94.826,0.911118,51.886,47.467,15.015,18.912,32.387,31.4258,33.4263,25.29,48.7172,48.0131,38.232,31.016,35.1177,38.7286,70.0116,2.033,338.5777777777778,20.24,116.1,338.0,95.9,333.66666666666663,68.8,233.64187327823697,-0.071,27.841359773371103,9.12,334.59610027855155,110.2,338.79224376731304,101.1,315.05882352941177,1.28,230.804469273743,12.9,338.3975535168196,7.4,5.5,357.3211009174312,R32,0
2016,Iowa St.,133,4.0,343.460815047022,,32,21,120.45,98.981,0.906119,56.86,49.5149,16.041,17.1241,27.3251,30.7223,25.535,24.25,56.75,49.0182,38.039,33.6113,35.0182,35.7187,72.345,3.52,342.0444444444444,20.95,121.2,357.5,100.3,269.86206896551727,71.2,315.8677685950413,-0.062,37.12181303116147,12.05,359.9442896935933,110.2,336.7756232686981,98.1,364.0,2.54,271.4748603351955,12.8,337.2844036697248,12.3,0.5,343.9633027522936,Sweet Sixteen,0
2016,Arizona,11,6.0,342.3197492163009,,33,25,116.421,95.737,0.90432,53.831,46.329,17.9158,16.2288,35.132,24.913,44.121,29.236,52.343,45.553,38.33,32.148,29.2308,31.242,69.1163,3.522,343.2,20.97,116.8,343.4166666666667,95.8,334.71264367816093,68.3,210.5785123966942,-0.038,84.55524079320114,6.66,301.1364902506964,107.9,297.4515235457064,101.3,309.96078431372547,-3.66,91.50837988826817,14.8,349.52905198776756,9.6,5.2,348.41590214067276,R64,0
2016,Oregon,234,1.0,341.1786833855799,,33,27,117.716,96.949,0.903821,52.364,49.012,16.351,20.643,34.64,31.3251,40.286,32.374,52.246,46.273,35.1154,36.4261,33.9213,33.8111,69.1163,6.79,351.2888888888889,22.68,119.1,351.0,96.4,326.3448275862069,68.1,197.54269972451792,0.041,281.5070821529745,9.06,331.5543175487465,109.0,317.61772853185596,100.0,351.7647058823529,1.04,223.68715083798884,13.0,340.6238532110092,8.3,4.7,339.5107033639144,Elite Eight,1
2016,Gonzaga,108,11.0,340.0376175548589,,32,25,117.019,96.343,0.903122,55.313,45.117,16.568,14.9332,31.91,25.932,35.9196,28.327,54.615,44.944,37.646,30.37,35.9158,33.196,68.2214,2.23,340.8888888888889,20.82,116.3,341.25,95.5,336.8045977011494,67.3,146.4022038567493,-0.038,83.52407932011332,3.51,273.76044568245123,107.3,287.36842105263156,103.8,244.7058823529412,6.12,339.5977653631285,12.5,336.17125382263,6.4,6.1,326.15290519877675,Sweet Sixteen,0
2016,California,41,4.0,338.8965517241379,,33,23,112.542,93.017,0.899023,52.554,44.04,17.5125,14.1346,32.482,25.727,41.659,37.2181,51.078,40.91,36.965,35.1191,33.722,26.55,68.8178,2.329,332.8,18.32,112.5,307.6666666666667,94.2,345.17241379310343,68.1,202.55647382920108,-0.053,55.68271954674221,7.65,312.2896935933148,109.4,324.67590027700834,101.8,293.6470588235294,-2.58,127.09497206703912,11.8,331.71865443425077,5.1,6.7,320.5871559633028,R64,0
2016,Seton Hall,277,6.0,335.47335423197495,,33,25,111.159,92.51,0.892026,50.2155,45.32,19.5262,19.297,35.033,30.7223,40.678,33.799,49.1157,44.332,35.3143,31.634,29.6298,33.196,70.3103,5.313,331.64444444444445,18.27,111.1,287.0833333333333,92.9,354.58620689655174,69.7,272.74931129476585,0.016,228.91784702549575,8.55,323.44289693593316,108.5,303.50138504155126,100.0,350.7450980392157,-2.92,113.87709497206704,11.0,328.37920489296636,4.7,6.2,312.79510703363917,R64,0
2016,VCU,350,10.0,334.33228840125395,,33,24,111.457,93.318,0.885627,51.0125,48.5101,16.46,22.31,33.455,28.085,32.6278,36.6161,49.5135,47.6117,36.1111,33.8124,32.524,30.425,70.498,0.4945,329.3333333333333,17.07,112.1,302.25,95.0,339.9425287356322,69.6,268.73829201101927,-0.07,28.872521246458923,3.82,276.8022284122562,107.3,288.37673130193906,103.5,251.84313725490196,0.95,220.6368715083799,10.6,326.15290519877675,5.6,5.0,313.908256880734,R32,0
2016,Maryland,168,5.0,333.19122257053294,,32,24,115.127,96.444,0.884628,55.611,46.742,19.1242,16.5272,30.2161,29.5157,35.7202,26.914,55.211,45.762,37.646,32.355,37.8109,35.6182,68.0227,4.018,339.73333333333335,20.25,116.2,339.0833333333333,95.9,331.5747126436782,67.4,151.4159779614325,0.016,232.0113314447592,8.6,325.4707520891365,109.2,319.63434903047096,100.6,334.4313725490196,-1.86,143.3631284916201,13.3,342.8501529051988,6.3,7.0,351.75535168195717,Sweet Sixteen,0
2016,Butler,35,9.0,332.0501567398119,,31,21,117.914,99.493,0.877729,52.554,49.4141,14.56,18.6141,32.869,27.88,39.896,36.215,50.012,48.5157,38.723,33.9131,30.5277,36.9239,69.2159,2.131,330.4888888888889,17.27,118.0,348.83333333333337,100.7,263.58620689655174,67.9,186.51239669421489,-0.009,157.76770538243625,8.1,317.3593314763231,108.5,302.49307479224376,100.4,339.5294117647059,-4.1,78.29050279329608,12.1,333.9449541284404,8.6,3.5,336.17125382263,R32,0
2016,Baylor,21,5.0,330.9090909090909,,32,21,117.815,99.391,0.87643,51.792,51.0222,18.9227,19.87,40.23,28.8126,39.2107,38.1199,49.9124,48.7163,37.451,37.1295,28.632,33.8111,67.3256,3.521,337.4222222222222,19.06,118.9,349.9166666666667,99.8,277.18390804597703,66.6,112.3085399449036,-0.012,147.45609065155807,11.21,353.86072423398326,109.7,330.72576177285316,98.4,362.9803921568627,-3.12,103.7094972067039,11.8,332.83180428134557,7.5,4.3,341.73700305810394,R64,0
2016,Utah,346,3.0,329.7680250783699,,33,25,115.226,97.353,0.874531,55.215,47.467,17.8144,15.2325,29.0196,28.085,38.4122,23.41,55.88,43.823,36.0117,36.8283,37.6112,31.959,67.0274,5.711,327.02222222222224,16.79,115.6,336.9166666666667,98.8,302.28735632183907,65.3,59.16253443526171,0.112,355.7507082152975,9.79,343.7214484679666,109.8,331.73407202216066,100.0,352.7843137254902,1.9,249.10614525139664,10.1,320.5871559633028,6.3,3.9,321.70030581039754,R32,0
2016,Cincinnati,54,9.0,328.6269592476489,,32,22,109.576,92.713,0.870832,49.0215,45.32,16.46,20.643,36.82,30.6215,33.526,26.914,47.5222,40.91,34.5176,35.6228,36.4145,35.0153,66.2306,0.3646,328.1777777777778,17.06,111.2,289.25,94.1,348.3103448275862,64.0,31.085399449035812,-0.067,32.9971671388102,5.2,286.94150417827296,107.3,285.3518005540166,102.1,288.54901960784315,-1.21,164.7150837988827,13.0,339.5107033639144,3.3,9.6,322.81345565749234,R64,0
2016,Connecticut,62,9.0,327.4858934169279,,33,23,110.17,93.619,0.866533,52.074,44.25,16.675,18.4154,29.518,29.7168,29.1334,34.7119,50.788,41.45,36.396,32.877,33.3228,37.0243,67.1269,0.94,335.1111111111111,18.71,111.9,301.16666666666663,93.2,352.4942528735632,65.9,87.2396694214876,-0.036,86.61756373937678,6.17,293.025069637883,107.6,292.409972299169,101.4,307.921568627451,-0.91,174.8826815642458,13.5,345.0764525993884,4.4,9.1,317.2477064220183,R32,0
2016,Pittsburgh,241,10.0,326.3448275862069,,31,20,115.325,98.269,0.863334,51.3113,50.5198,17.4119,17.1241,37.416,27.57,36.6178,32.681,50.788,48.7163,35.1154,35.8238,30.8273,34.3127,66.629,1.836,322.4,16.6,114.9,334.75,98.3,309.60919540229884,65.3,61.16804407713499,-0.011,152.61189801699717,9.06,330.54038997214485,110.8,350.8919667590028,101.7,295.6862745098039,-7.02,35.58659217877095,12.3,335.0581039755352,5.2,7.1,345.0764525993884,R64,0
2016,Syracuse,303,10.0,325.2037617554859,,32,19,110.863,94.625,0.860335,50.4147,47.57,18.3192,20.643,33.061,35.3337,35.5207,29.438,47.6218,48.7163,36.1111,30.411,43.228,40.3315,65.732,-0.3059,333.9555555555555,18.57,112.7,310.91666666666663,94.1,346.21839080459773,65.0,50.137741046831955,-0.027,108.27195467422096,10.21,346.76323119777163,110.9,352.90858725761774,100.7,331.37254901960785,-0.82,182.0,11.0,329.49235474006116,1.5,9.5,302.77675840978594,Final Four,1
2016,Texas,312,6.0,324.0626959247649,,32,20,111.551,95.229,0.860036,49.3198,47.57,15.421,18.5147,30.7135,32.3287,39.798,37.5186,48.5181,45.659,33.9207,34.3152,36.0157,32.681,66.3303,3.125,320.0888888888889,16.19,113.0,312.0,96.8,323.2068965517242,65.3,58.15977961432507,0.022,243.35410764872523,12.54,360.958217270195,111.5,357.9501385041551,99.0,359.921568627451,5.55,333.49720670391065,9.6,315.0214067278287,2.7,7.0,318.3608562691131,R64,0
2016,USC,339,8.0,320.6394984326019,,33,21,113.832,98.063,0.847139,52.074,47.364,16.568,16.9253,32.482,31.9277,35.3213,28.528,49.2149,46.789,38.528,32.355,32.4243,34.4132,72.345,0.2349,308.5333333333333,14.25,113.9,327.1666666666667,99.7,281.367816091954,71.0,310.8539944903581,-0.028,106.20963172804532,7.61,311.2757660167131,108.7,307.5346260387812,101.1,318.11764705882354,-1.65,150.48044692737432,7.3,292.7584097859327,7.7,-0.4,342.8501529051988,R64,0
2016,Saint Joseph's,264,8.0,319.4984326018809,,33,26,112.345,96.948,0.84514,50.9128,47.98,14.45,16.3285,28.5213,25.828,37.3159,24.56,51.859,48.7163,32.8253,31.226,36.3149,41.3334,71.274,3.026,315.4666666666667,15.37,114.3,330.4166666666667,98.9,299.14942528735634,70.2,286.78787878787875,0.03,267.07082152974505,4.66,283.899721448468,107.0,279.30193905817174,102.3,281.4117647058824,1.97,254.18994413407825,8.7,308.3425076452599,6.5,2.2,319.474006116208,R32,0
2016,Dayton,68,7.0,318.3573667711599,,32,25,106.8118,92.611,0.837341,52.074,46.947,18.8217,17.9189,28.9199,23.64,41.07,32.579,52.05,43.721,34.7168,34.9181,34.8186,36.7228,68.5194,2.627,296.97777777777776,12.63,106.6,206.91666666666663,94.0,349.35632183908046,67.8,181.4986225895317,0.082,336.1586402266289,3.89,277.81615598885793,107.3,289.3850415512465,103.4,253.8823529411765,2.58,272.49162011173183,9.0,310.56880733944956,1.6,7.4,333.9449541284404,R64,0
2016,Wisconsin,374,7.0,316.0752351097179,,32,20,110.269,95.635,0.836043,49.0215,48.5101,17.099,18.813,33.65,28.21,39.798,34.3111,46.6253,45.148,35.8127,38.0322,33.8217,29.317,64.234,0.4944,321.2444444444444,16.55,110.1,268.6666666666667,93.6,351.44827586206895,63.3,20.055096418732784,-0.022,122.70821529745042,9.57,339.6657381615599,110.3,340.808864265928,100.7,328.3137254901961,1.24,228.7709497206704,9.8,318.3608562691131,-0.6,10.3,290.5321100917431,Sweet Sixteen,0
2016,Michigan,179,11.0,313.7931034482758,,33,21,114.729,99.7101,0.833345,55.016,51.2237,14.78,17.7199,24.432,26.343,28.4339,26.812,52.931,50.7251,38.429,34.7168,44.517,36.7228,66.5295,0.939,307.3777777777778,14.15,114.6,332.5833333333333,100.5,268.81609195402297,65.8,75.20661157024793,0.013,214.4815864022663,8.96,329.52646239554315,110.1,335.76731301939054,101.1,316.078431372549,-2.15,135.2290502793296,10.4,323.92660550458714,4.1,6.3,332.83180428134557,R64,0
2016,Providence,247,9.0,312.65203761755487,,33,23,108.983,95.127,0.826746,48.1245,48.8114,16.351,20.738,30.913,30.2198,37.7147,27.821,48.1197,49.2192,32.1284,32.148,36.9134,33.6106,69.5143,3.323,314.31111111111113,14.49,110.0,265.41666666666663,95.5,335.7586206896552,68.4,214.58953168044076,0.062,321.7223796033994,8.93,328.5125348189415,109.5,325.6842105263158,100.6,332.3921568627451,-3.13,101.67597765363128,7.4,296.0978593272171,3.8,3.6,329.49235474006116,R32,0
2016,Notre Dame,226,6.0,311.51097178683386,,32,21,118.412,103.5173,0.825147,53.538,49.2129,14.81,14.8335,32.869,31.3251,33.2266,26.914,52.536,45.553,36.965,37.6313,34.5198,34.2124,65.9314,2.328,323.55555555555554,16.6,120.6,355.3333333333333,104.0,199.7816091954023,64.6,40.11019283746557,0.054,309.34844192634563,10.75,352.8467966573816,111.3,355.9335180055402,100.5,335.45098039215685,-1.64,151.4972067039106,11.0,330.60550458715596,6.6,4.4,330.60550458715596,Elite Eight,1
2016,Texas Tech,317,8.0,308.08777429467085,,31,19,112.443,98.577,0.82025,49.9172,49.3135,17.7137,18.912,31.7107,32.4294,43.133,32.983,49.2149,47.21,34.5176,35.22,30.4279,37.927,67.3256,1.337,302.7555555555556,13.78,113.2,315.25,99.4,289.7356321839081,66.0,91.25068870523415,0.028,260.8838526912181,10.66,349.8050139275766,110.4,342.8254847645429,99.7,356.8627450980392,0.62,211.4860335195531,7.9,301.66360856269114,2.8,5.1,316.1345565749235,R64,0
2016,Yale,380,12.0,305.80564263322884,,27,21,108.298,95.33,0.811952,52.554,46.329,20.1294,18.217,39.27,24.07,42.15,33.8101,51.175,45.553,37.16,31.838,30.8273,34.4132,66.8283,0.1053,310.84444444444443,14.33,110.4,269.75,96.0,329.48275862068965,66.0,89.24517906336088,0.026,256.75920679886684,-0.85,193.6601671309192,105.5,241.99445983379505,106.4,151.921568627451,-1.0,168.78212290502793,10.5,325.03975535168195,2.4,8.1,257.13761467889907,R32,0
2016,Colorado,59,8.0,301.2413793103448,,32,21,107.8103,95.431,0.803756,48.4238,46.947,18.8217,15.4322,35.033,24.61,40.09,35.5134,43.7333,44.435,38.916,35.3208,32.4243,28.812,69.9121,0.741,299.2888888888889,12.91,108.8,256.75,95.9,332.62068965517244,69.0,244.67217630853995,0.015,224.7932011331445,7.51,310.26183844011143,109.5,327.7008310249307,102.0,289.5686274509804,-2.15,134.2122905027933,8.7,307.22935779816515,3.9,4.7,325.03975535168195,R64,0
2016,Hawaii,115,13.0,294.3949843260188,,30,25,107.3108,95.94,0.785062,52.554,44.914,18.4195,19.967,30.913,26.752,46.36,39.3229,54.615,43.823,32.8253,31.328,39.67,33.6106,71.462,1.038,295.8222222222222,12.16,108.2,243.74999999999997,96.1,328.4367816091954,70.6,306.8429752066116,0.013,218.60623229461757,-2.32,158.1727019498607,102.5,104.86426592797784,104.9,213.0980392156863,-8.92,18.30167597765363,2.9,234.87461773700304,2.3,0.5,303.88990825688074,R32,0
2016,Oregon St.,235,7.0,293.2539184952978,,30,18,109.872,98.166,0.784963,49.9172,49.4141,16.884,19.582,29.4184,32.3287,37.2162,39.3229,47.1236,49.5208,37.352,32.877,31.8257,39.0291,68.0227,0.3247,291.2,11.65,110.7,281.6666666666667,99.1,296.01149425287355,67.1,135.37190082644628,0.043,284.600566572238,9.61,340.67966573816153,109.8,332.74238227146816,100.2,347.6862745098039,0.46,207.4189944134078,6.8,286.07951070336395,1.8,5.0,298.32415902140673,R64,0
2016,Northern Iowa,222,11.0,290.9717868338558,,33,21,108.885,97.661,0.776365,53.344,48.6109,15.217,18.7138,17.8351,27.262,32.8274,23.62,51.563,48.5157,37.253,32.664,42.337,38.9289,63.4346,-2.088,287.73333333333335,11.13,109.6,263.25,98.5,306.4712643678161,62.9,18.049586776859503,0.013,212.41926345609065,4.8,284.9136490250696,106.1,257.1191135734072,101.3,310.9803921568627,7.57,347.731843575419,6.0,277.1743119266055,-1.5,7.5,239.32721712538228,R32,0
2016,Little Rock,153,12.0,287.5485893416928,,30,26,106.7121,95.839,0.774668,52.364,45.117,15.936,21.418,26.8267,30.5212,31.5302,39.0224,49.1157,44.842,38.916,30.37,34.7192,40.1313,63.9344,2.034,300.4444444444444,13.24,109.2,258.9166666666667,96.0,330.5287356321839,63.4,22.060606060606062,0.056,311.41076487252127,-0.77,195.68802228412255,104.2,175.4459833795014,104.9,206.9803921568627,-0.2,191.1508379888268,8.1,302.77675840978594,-1.6,9.7,308.3425076452599,R32,0
2016,Stephen F. Austin,299,14.0,286.40752351097177,,28,23,108.592,97.657,0.771669,55.512,49.6156,18.2181,25.91,33.553,29.7168,33.9247,40.125,55.112,49.5208,37.548,33.297,36.4145,30.631,68.42,-1.174,317.77777777777777,15.62,112.2,303.33333333333337,96.6,325.2988505747126,67.3,147.40495867768595,0.007,201.07648725212465,-5.88,75.03064066852367,102.7,111.9224376731302,108.6,37.72549019607843,4.79,322.31284916201116,9.5,313.908256880734,3.1,6.5,205.93272171253824,R32,0
2016,Tulsa,323,11.0,280.7021943573668,,31,20,109.281,99.492,0.747474,50.4147,48.392,15.525,20.643,28.0231,30.4207,40.09,34.812,51.078,44.739,32.9249,36.3259,36.614,36.8236,69.5143,-1.175,290.0444444444444,11.5,111.2,290.33333333333337,99.7,282.41379310344826,68.4,215.5922865013774,-0.003,178.39093484419263,5.54,287.95543175487467,107.0,280.31024930747924,101.4,303.843137254902,1.46,235.88826815642457,7.1,289.4189602446483,4.1,3.0,288.3058103975535,R68,0
2016,South Dakota St.,283,12.0,276.13793103448273,,31,24,110.567,100.712,0.745278,51.411,47.774,17.1101,17.1241,32.482,25.519,40.678,39.7239,49.713,46.891,36.2105,33.188,36.8138,32.375,69.315,-1.072,272.7111111111111,9.57,111.4,293.5833333333333,101.8,242.66666666666663,68.3,207.5702479338843,0.004,191.79603399433427,-0.23,207.85515320334264,104.6,195.61218836565095,104.8,216.15686274509804,1.91,250.12290502793297,6.3,279.40061162079513,3.7,2.6,272.7217125382263,R64,0
2016,Temple,307,10.0,256.7398119122257,,32,21,106.3128,98.165,0.716795,46.9293,46.742,13.72,16.6265,29.0196,29.8175,27.1346,28.63,44.5324,46.58,34.0203,31.431,37.8109,31.959,66.7287,-0.0457,265.77777777777777,8.82,107.0,214.5,98.1,310.6551724137931,65.9,81.22314049586777,0.095,347.5014164305949,6.33,297.0807799442897,107.8,295.43490304709144,101.5,302.8235294117647,3.7,300.96089385474863,5.9,276.06116207951067,0.5,5.4,253.7981651376147,R64,0
2016,Cal St. Bakersfield,38,15.0,254.45768025078368,,29,21,103.2177,95.534,0.708297,49.3198,44.71,18.1177,21.815,34.047,29.6161,38.5118,42.0285,48.4187,42.611,34.6172,32.664,27.0333,33.196,68.5194,-3.498,238.04444444444445,6.26,104.0,169.0,97.8,312.7471264367816,67.6,163.44903581267218,-0.003,180.45325779036827,-6.5,58.807799442896936,100.6,46.38227146814405,107.1,118.27450980392156,-2.99,111.84357541899442,2.2,224.85626911314984,-1.5,3.8,215.9510703363914,R64,0
2016,UNC Wilmington,337,13.0,253.31661442006268,,30,23,108.689,100.6119,0.705898,51.2115,47.154,16.041,20.16,32.194,29.9184,35.9196,54.335,51.273,45.553,34.1195,34.114,33.4224,28.611,71.366,-0.662,269.24444444444447,9.21,110.7,279.5,101.5,249.98850574712645,70.3,291.801652892562,0.033,269.1331444759207,0.85,231.17548746518105,105.7,249.05263157894737,104.9,211.0588235294118,-3.9,89.47486033519553,4.3,250.45871559633028,4.6,-0.4,251.57186544342508,R64,0
2016,Stony Brook,302,13.0,248.7523510971787,,30,24,106.1133,98.78,0.6954102,53.245,47.364,17.2109,18.5147,34.443,25.828,32.528,27.62,51.954,45.25,37.548,34.2147,29.3306,34.9147,67.6249,-1.07,256.53333333333336,8.13,107.3,222.08333333333337,99.1,294.9655172413793,67.2,136.37465564738292,0.049,300.06798866855524,-5.6,81.1142061281337,103.3,131.0803324099723,108.9,29.568627450980394,4.38,315.195530726257,8.1,303.88990825688074,1.5,6.6,277.1743119266055,R64,0
2016,Iona,131,13.0,238.48275862068965,,32,22,108.984,102.8159,0.6607111,53.831,48.5101,17.6132,19.487,29.4184,31.3251,32.528,36.215,52.343,45.865,37.253,35.5222,44.22,36.1204,72.637,-3.397,244.9777777777778,7.13,110.5,274.0833333333333,103.4,213.37931034482756,71.9,331.91184573002755,-0.005,169.11048158640227,-1.78,168.31197771587745,103.7,156.2880886426593,105.5,187.6078431372549,5.71,335.53072625698326,4.2,247.1192660550459,6.9,-2.7,179.217125382263,R64,0
2016,Chattanooga,51,12.0,237.34169278996865,,32,27,105.9137,100.2111,0.6534112,51.886,49.8168,17.9158,20.352,32.482,28.9133,42.053,30.856,50.4106,50.0227,36.1111,33.085,37.1125,36.3208,67.1269,0.643,239.2,6.5,107.5,228.58333333333337,101.0,256.2643678160919,66.3,104.28650137741047,0.132,360.90651558073654,-3.18,142.96378830083566,104.4,189.5623268698061,107.6,85.6470588235294,-0.04,195.21787709497207,4.2,246.00611620795107,0.6,3.6,284.9663608562691,R64,0
2016,Fresno St.,98,14.0,236.20062695924767,,32,23,105.5146,99.9103,0.6528113,48.2244,48.5101,14.912,20.833,30.3157,29.0135,38.1136,46.433,46.8249,47.9127,34.3185,32.983,30.2289,39.3298,69.9121,-0.766,240.35555555555555,6.63,107.4,227.5,100.8,261.4942528735632,69.0,243.6694214876033,0.085,341.314447592068,1.65,242.32869080779943,105.3,228.8864265927978,103.7,248.7843137254902,-2.89,116.92737430167598,2.5,228.19571865443427,1.7,0.8,237.10091743119264,R64,0
2016,Middle Tennessee,181,15.0,222.5078369905956,,31,22,102.2191,98.678,0.6037125,51.886,48.5101,17.2109,19.487,28.2221,25.519,35.7202,42.8298,48.2194,47.21,38.916,34.114,35.7163,33.8111,68.6187,-3.094,227.64444444444445,4.76,104.6,177.66666666666666,99.9,276.13793103448273,67.6,164.45179063360882,0.088,343.37677053824365,-0.58,200.75766016713092,105.5,245.01939058171743,106.1,160.078431372549,2.11,259.2737430167598,1.3,202.5932721712538,-2.1,3.4,247.1192660550459,R32,0
2016,Weber St.,363,15.0,216.8025078369906,,31,23,102.918,99.61,0.591113,54.917,47.261,19.7274,15.532,26.0285,25.218,46.64,28.832,55.59,45.148,36.0117,35.22,42.142,27.47,67.9234,-3.599,201.0666666666667,2.45,103.4,158.16666666666666,100.9,258.35632183908046,66.8,121.33333333333331,0.019,237.16713881019828,-5.67,79.08635097493035,103.3,135.1135734072022,109.0,25.490196078431374,1.16,225.72067039106145,2.8,231.53516819571863,0.1,2.7,238.21406727828747,R64,0
